usage_id,workorder_id,part_id,quantity,cost_eur
9085,14822,1067,8,265.36
9086,7445,1085,1,121.04
9087,11721,1020,7,137.19
9088,4284,1060,1,74.12
9089,19441,1033,9,412.32
9090,17545,1075,7,105.53
9091,380,1004,9,114.27
9092,12457,1064,6,391.3
9093,296,1087,5,59.38
9094,7655,1086,2,217.22
9095,11272,1003,8,412.13
9096,12962,1031,6,75.01
9097,16707,1075,3,453.33
9098,6173,1075,3,37.11
9099,7701,1077,7,389.77
9100,19875,1020,9,316.77
9101,16311,1060,3,355.7
9102,3722,1041,9,320.08
9103,10911,1041,9,98.41
9104,16261,1017,7,149.2
9105,10603,1007,5,63.42
9106,7147,1014,8,225.08
9107,4689,1067,3,135.73
9108,13818,1049,4,446.77
9109,6970,1013,2,469.96
9110,7520,1075,5,462.66
9111,10685,1084,3,175.24
9112,18387,1062,2,117.19
9113,10115,1037,3,265.13
9114,5883,1060,3,468.4
9115,1628,1079,4,199.56
9116,16235,1061,1,245.28
9117,2250,1003,2,151.07
9118,16262,1068,5,328.96
9119,16994,1072,2,180.23
9120,10587,1004,2,477.52
9121,19900,1076,7,140.45
9122,2803,1001,5,330.22
9123,13955,1003,8,206.17
9124,9570,1029,2,105.73
9125,10144,1073,2,393.61
9126,9142,1089,2,376.36
9127,2234,1027,2,354.04
9128,5225,1060,9,124.32
9129,5049,1027,3,494.32
9130,9381,1090,7,40.87
9131,16268,1032,5,262.39
9132,12243,1081,8,454.29
9133,7179,1064,7,444.2
9134,834,1030,2,69.73
9135,1445,1005,8,336.5
9136,11057,1059,9,257.49
9137,7276,1024,1,446.03
9138,15744,1034,9,163.45
9139,10233,1092,7,461.87
9140,14725,1061,7,471.32
9141,10506,1023,8,102.44
9142,6095,1067,6,45.99
9143,14232,1042,1,469.05
9144,9913,1011,7,348.57
9145,4139,1007,8,213.55
9146,19853,1040,7,308.87
9147,11541,1029,8,91.97
9148,538,1084,4,454.05
9149,934,1062,5,389.78
9150,1158,1033,8,206.15
9151,3732,1076,1,406.5
9152,14124,1021,1,168.67
9153,14253,1091,4,481.23
9154,1000,1099,7,212.42
9155,17294,1097,2,382.25
9156,15673,1004,1,280.67
9157,12367,1098,7,278.65
9158,2773,1009,6,461.27
9159,7932,1036,1,58.58
9160,8970,1084,5,76.95
9161,3128,1049,2,329.52
9162,4594,1002,9,25.03
9163,8776,1002,7,73.9
9164,2380,1038,6,42.39
9165,12460,1092,8,415.74
9166,17184,1061,2,77.12
9167,3043,1047,4,358.89
9168,7825,1091,9,224.82
9169,5505,1046,1,471.43
9170,14009,1001,4,168.72
9171,1633,1008,9,466.92
9172,15450,1004,2,225.42
9173,8803,1052,2,298.45
9174,3674,1042,2,364.76
9175,17968,1033,6,347.85
9176,6765,1019,3,354.24
9177,529,1030,3,23.02
9178,19796,1054,4,311.51
9179,12454,1068,3,403.23
9180,8847,1079,4,437.67
9181,15134,1007,9,404.8
9182,2999,1022,9,418.56
9183,19715,1069,7,375.16
9184,14611,1043,9,246.36
9185,746,1004,4,75.21
9186,19643,1015,8,158.17
9187,16367,1087,5,453.16
9188,8316,1033,8,363.93
9189,16746,1038,7,54.02
9190,11590,1024,5,177.55
9191,3092,1009,6,140.7
9192,6853,1091,4,238.53
9193,18540,1074,1,143.98
9194,8228,1016,3,152.02
9195,10990,1056,6,249.89
9196,19266,1012,9,109.61
9197,13031,1054,5,230.22
9198,605,1000,2,27.28
9199,11560,1048,7,63.55
9200,13073,1048,4,91.35
9201,8212,1018,2,33.44
9202,8832,1000,4,271.59
9203,10454,1066,2,222.53
9204,6414,1014,9,343.19
9205,1873,1046,9,31.64
9206,9768,1089,8,370.51
9207,2773,1050,6,440.25
9208,1969,1035,4,314.75
9209,10291,1062,8,467.99
9210,16164,1080,6,113.49
9211,5808,1036,3,74.47
9212,9494,1053,9,238.91
9213,16773,1075,8,411.31
9214,16515,1043,5,264.25
9215,10290,1042,6,33.78
9216,15214,1022,4,271.57
9217,13459,1096,8,332.6
9218,17237,1092,5,42.22
9219,2364,1096,5,260.7
9220,15138,1007,3,329.6
9221,17571,1054,7,160.53
9222,15065,1030,4,278.09
9223,3146,1020,2,152.99
9224,13256,1089,4,141.35
9225,4114,1032,9,58.81
9226,12612,1065,3,117.39
9227,16222,1098,4,88.26
9228,15135,1067,4,39.31
9229,11667,1077,7,167.71
9230,1816,1023,2,206.16
9231,520,1067,6,279.37
9232,9819,1028,9,37.38
9233,19537,1009,1,304.37
9234,4160,1024,8,293.12
9235,14766,1041,4,293.8
9236,17831,1098,7,499.53
9237,17555,1004,5,469.15
9238,682,1063,5,117.27
9239,10890,1071,5,335.3
9240,11196,1041,8,41.11
9241,1464,1040,4,223.58
9242,16987,1079,9,427.7
9243,7242,1072,2,124.09
9244,8832,1007,2,389.97
9245,14186,1041,2,304.97
9246,13791,1010,7,84.11
9247,15019,1028,2,404.66
9248,19032,1020,1,243.38
9249,11358,1069,3,51.95
9250,18913,1084,1,139.1
9251,15913,1080,8,490.54
9252,12080,1021,3,190.65
9253,4958,1094,2,160.71
9254,12383,1063,4,357.15
9255,15173,1038,8,170.0
9256,5682,1040,8,109.96
9257,1821,1007,3,452.59
9258,7718,1078,8,150.36
9259,3277,1078,1,157.55
9260,13226,1083,7,326.95
9261,18320,1047,1,459.92
9262,17046,1033,6,474.51
9263,10517,1065,8,367.51
9264,7488,1057,6,472.85
9265,8368,1052,2,233.74
9266,3040,1014,6,199.07
9267,16024,1003,1,233.92
9268,1366,1012,3,279.82
9269,4513,1060,5,357.48
9270,6711,1065,2,236.73
9271,2939,1069,9,91.76
9272,7615,1035,6,418.4
9273,8338,1071,5,285.74
9274,1816,1028,6,354.58
9275,19821,1010,4,256.6
9276,17740,1042,2,351.49
9277,11155,1049,5,268.66
9278,13986,1091,2,100.55
9279,12482,1082,1,193.68
9280,211,1076,6,347.8
9281,13579,1046,3,173.76
9282,6091,1055,3,107.03
9283,7681,1044,3,454.53
9284,6761,1089,8,488.04
9285,16956,1014,6,211.52
9286,17902,1024,8,360.08
9287,14655,1074,7,149.92
9288,2966,1007,5,352.73
9289,4622,1002,6,45.74
9290,10302,1056,4,326.06
9291,16366,1040,2,370.31
9292,13138,1021,6,95.46
9293,19679,1015,4,429.96
9294,8818,1088,4,288.34
9295,11485,1052,3,44.12
9296,9254,1051,1,423.56
9297,8952,1028,2,21.95
9298,5750,1006,8,116.83
9299,17417,1050,7,291.0
9300,3369,1071,2,272.15
9301,12843,1018,8,320.4
9302,15721,1070,3,482.69
9303,11320,1013,6,111.01
9304,5177,1077,9,384.31
9305,2816,1072,3,25.07
9306,3235,1065,8,114.04
9307,10154,1049,2,29.08
9308,6277,1055,3,276.49
9309,16427,1019,6,87.34
9310,1750,1020,9,151.5
9311,12663,1097,4,174.16
9312,6271,1028,5,474.93
9313,15860,1099,4,82.35
9314,2977,1039,7,432.84
9315,16677,1080,9,169.72
9316,5311,1041,7,173.49
9317,17186,1092,7,325.79
9318,7438,1048,5,192.7
9319,3219,1005,5,169.45
9320,18598,1028,1,263.08
9321,18272,1068,8,113.26
9322,10987,1027,7,40.3
9323,8951,1026,8,80.49
9324,15089,1089,8,331.74
9325,10231,1039,6,417.31
9326,11231,1001,5,91.04
9327,5658,1064,2,311.34
9328,18165,1069,5,341.32
9329,14878,1005,2,24.05
9330,10125,1005,5,311.17
9331,6115,1043,9,189.29
9332,12524,1045,7,221.47
9333,14767,1043,5,458.83
9334,15800,1000,6,276.04
9335,14819,1046,5,489.74
9336,12785,1082,3,298.92
9337,3007,1083,2,276.66
9338,18678,1081,6,71.55
9339,16318,1092,6,363.71
9340,9216,1046,2,420.34
9341,12871,1094,8,261.24
9342,17850,1086,5,325.96
9343,11558,1057,3,111.12
9344,19089,1024,6,199.14
9345,8313,1009,9,52.77
9346,11187,1077,3,463.18
9347,4411,1030,3,446.6
9348,1400,1079,2,497.38
9349,14989,1046,2,181.73
9350,3931,1090,6,111.69
9351,15615,1004,7,40.73
9352,17749,1050,8,299.98
9353,15761,1079,9,393.35
9354,12306,1004,8,361.53
9355,7942,1041,3,228.18
9356,2522,1021,1,488.34
9357,2696,1011,6,190.06
9358,6632,1090,3,102.23
9359,18918,1028,8,86.23
9360,19724,1032,4,369.92
9361,2864,1034,7,81.65
9362,10783,1021,1,123.31
9363,17174,1082,6,465.12
9364,4702,1015,9,98.82
9365,17757,1063,5,426.58
9366,17564,1032,6,152.62
9367,9151,1063,8,375.05
9368,7312,1011,7,416.22
9369,11413,1017,3,276.31
9370,4248,1084,1,392.61
9371,55,1025,8,329.41
9372,16679,1078,8,248.69
9373,6404,1026,8,103.56
9374,5217,1079,9,355.4
9375,16716,1040,9,313.39
9376,2613,1068,6,407.76
9377,16448,1093,2,349.83
9378,5921,1060,6,491.82
9379,17436,1038,3,81.92
9380,10026,1005,5,20.1
9381,6058,1053,9,288.48
9382,19541,1016,8,211.46
9383,4426,1004,2,222.83
9384,6821,1024,8,348.42
9385,7603,1060,7,352.16
9386,18533,1071,7,343.18
9387,18591,1001,9,234.87
9388,16629,1041,2,375.91
9389,13979,1053,2,100.77
9390,7428,1078,4,329.37
9391,19031,1010,1,260.11
9392,17978,1090,4,172.07
9393,10957,1077,3,102.75
9394,9575,1082,5,162.59
9395,18291,1076,9,288.94
9396,11795,1032,6,364.34
9397,16947,1094,2,426.35
9398,13181,1079,6,417.69
9399,18070,1004,2,241.83
9400,7,1076,4,317.16
9401,15168,1074,7,209.89
9402,9237,1099,3,479.29
9403,8686,1049,9,360.67
9404,8301,1074,4,93.89
9405,6607,1078,9,30.24
9406,18031,1047,9,466.55
9407,2815,1079,9,116.56
9408,13765,1065,3,264.78
9409,3967,1098,6,84.99
9410,15738,1071,8,62.73
9411,18707,1052,1,451.32
9412,14184,1074,5,305.71
9413,11976,1099,5,198.61
9414,17547,1060,7,396.96
9415,12383,1077,4,330.0
9416,14232,1064,5,304.93
9417,15909,1078,8,453.2
9418,6366,1061,9,336.95
9419,389,1063,4,286.68
9420,12925,1041,4,305.16
9421,14431,1069,9,476.28
9422,1626,1013,9,199.62
9423,4639,1045,7,157.59
9424,4895,1031,5,428.55
9425,8718,1069,2,204.07
9426,11475,1050,9,101.15
9427,4645,1011,5,263.04
9428,344,1074,2,282.65
9429,18517,1079,2,127.01
9430,13285,1064,6,470.01
9431,8617,1019,2,61.19
9432,9168,1007,5,46.81
9433,16473,1041,5,256.07
9434,844,1050,5,262.87
9435,18824,1047,4,239.34
9436,254,1033,8,31.08
9437,7987,1000,7,261.38
9438,175,1034,3,362.67
9439,3427,1079,4,425.85
9440,13207,1016,3,39.99
9441,17063,1064,1,474.22
9442,6708,1032,7,338.72
9443,4773,1066,4,282.26
9444,4491,1050,3,62.1
9445,11517,1036,4,303.52
9446,10410,1027,4,65.55
9447,6098,1073,2,368.1
9448,8007,1004,6,148.08
9449,18385,1065,7,360.01
9450,18402,1064,6,406.29
9451,5119,1069,8,440.69
9452,11610,1079,4,345.08
9453,19239,1090,5,451.75
9454,4278,1008,9,69.52
9455,11393,1039,1,340.93
9456,18079,1020,3,438.11
9457,11456,1083,8,225.54
9458,6813,1051,2,352.06
9459,3941,1044,4,461.89
9460,18506,1015,7,388.73
9461,7479,1017,7,299.57
9462,9342,1039,7,156.46
9463,16815,1026,9,365.08
9464,12442,1086,5,316.7
9465,16845,1067,7,164.99
9466,8417,1050,1,133.94
9467,13801,1058,1,171.93
9468,615,1050,7,335.78
9469,11690,1024,1,259.87
9470,9982,1015,2,218.64
9471,8666,1023,8,402.02
9472,16414,1058,6,473.99
9473,14072,1048,8,127.8
9474,1835,1031,4,282.68
9475,9335,1080,6,347.74
9476,17550,1075,8,278.24
9477,4990,1020,3,24.01
9478,13830,1094,3,62.64
9479,13178,1068,6,362.53
9480,559,1087,5,198.35
9481,9977,1083,4,264.35
9482,16112,1059,4,353.31
9483,13163,1036,5,381.93
9484,7715,1022,7,372.44
9485,7039,1046,2,248.59
9486,4073,1044,1,378.15
9487,13845,1077,6,353.4
9488,5336,1015,5,100.76
9489,5070,1007,9,386.65
9490,5685,1070,8,282.92
9491,1629,1024,5,123.21
9492,17385,1068,8,300.62
9493,12356,1007,6,160.66
9494,12115,1017,5,289.21
9495,9762,1052,1,102.37
9496,5080,1071,2,331.84
9497,1070,1053,4,479.86
9498,13876,1054,5,467.88
9499,19775,1074,4,431.98
9500,28,1017,5,49.59
9501,5553,1061,8,77.3
9502,3380,1079,1,42.63
9503,5228,1072,9,125.06
9504,15878,1029,8,74.41
9505,15030,1014,4,466.99
9506,15868,1063,9,465.23
9507,17238,1046,2,185.8
9508,19169,1015,6,116.2
9509,5540,1041,2,84.37
9510,7995,1078,4,380.46
9511,15423,1045,8,221.82
9512,16975,1063,1,395.73
9513,6274,1019,5,405.76
9514,3043,1066,3,453.68
9515,14208,1039,8,318.57
9516,960,1001,1,244.7
9517,13320,1041,8,21.21
9518,146,1036,9,453.68
9519,1857,1015,4,194.74
9520,3002,1022,4,334.92
9521,13265,1067,6,373.57
9522,11956,1000,4,474.05
9523,2451,1008,2,264.98
9524,11750,1031,5,490.28
9525,745,1077,3,483.35
9526,16624,1061,5,306.36
9527,8060,1029,8,66.78
9528,9913,1085,2,360.5
9529,12403,1012,9,102.11
9530,13890,1029,8,279.86
9531,18469,1019,7,300.46
9532,1000,1088,2,272.71
9533,9765,1060,8,24.74
9534,3043,1009,3,82.27
9535,2531,1084,5,221.18
9536,19218,1001,6,157.06
9537,9903,1030,2,151.74
9538,13795,1028,7,256.1
9539,2170,1060,5,448.75
9540,10176,1009,8,492.74
9541,3252,1086,6,273.27
9542,10544,1089,2,468.1
9543,14706,1010,5,310.06
9544,6959,1020,7,281.83
9545,5676,1098,5,456.37
9546,6953,1094,8,372.25
9547,12857,1092,6,21.64
9548,3427,1055,6,418.84
9549,2918,1053,3,68.08
9550,2433,1080,6,458.05
9551,13021,1054,7,444.95
9552,18200,1035,1,246.14
9553,16094,1050,3,193.19
9554,6682,1035,8,398.34
9555,12195,1029,7,64.98
9556,6532,1050,3,498.37
9557,8183,1078,7,194.71
9558,6406,1006,4,341.33
9559,6243,1067,8,256.99
9560,14427,1043,6,455.4
9561,11807,1010,4,33.4
9562,8917,1094,3,498.01
9563,7957,1093,1,411.29
9564,8565,1016,8,246.29
9565,18717,1059,1,133.99
9566,4072,1027,7,244.94
9567,6555,1022,1,145.75
9568,2130,1061,6,468.73
9569,19251,1019,3,131.17
9570,16855,1042,8,283.1
9571,1738,1017,4,138.09
9572,10286,1069,7,287.35
9573,13171,1034,6,128.07
9574,5998,1063,6,310.26
9575,7432,1012,2,159.99
9576,15402,1047,1,305.79
9577,14611,1073,5,481.63
9578,13128,1009,8,238.77
9579,757,1082,7,403.62
9580,19684,1031,7,418.33
9581,15738,1099,1,178.6
9582,7747,1078,7,110.7
9583,1752,1046,6,281.95
9584,5786,1063,8,458.7
9585,8658,1004,5,86.65
9586,3006,1059,6,120.61
9587,17057,1042,7,120.35
9588,12677,1030,3,160.37
9589,6413,1017,3,39.82
9590,5223,1010,4,391.11
9591,16331,1031,2,62.4
9592,17835,1080,1,365.75
9593,4213,1063,2,36.83
9594,10317,1006,4,105.31
9595,18321,1087,8,292.4
9596,5134,1039,1,168.54
9597,19556,1001,4,43.72
9598,12523,1093,5,461.4
9599,17345,1080,8,436.54
9600,14277,1032,2,235.71
9601,17779,1080,5,42.22
9602,6539,1032,7,152.61
9603,12709,1047,4,255.5
9604,7433,1025,5,38.94
9605,7580,1000,7,124.98
9606,2733,1026,6,53.57
9607,3574,1086,9,272.89
9608,12381,1064,5,44.58
9609,8259,1092,9,205.56
9610,9473,1022,8,219.47
9611,2888,1094,7,69.18
9612,4082,1076,4,289.57
9613,6910,1075,9,20.48
9614,363,1050,3,391.03
9615,10500,1097,3,322.08
9616,7798,1053,6,453.75
9617,19472,1086,4,153.33
9618,11599,1030,6,164.52
9619,4398,1009,6,404.07
9620,4107,1092,4,21.73
9621,13161,1016,8,287.18
9622,1376,1060,1,424.19
9623,5681,1036,8,306.98
9624,5699,1011,8,76.96
9625,8980,1086,1,145.3
9626,4258,1084,8,443.99
9627,2128,1094,5,274.77
9628,15356,1029,9,96.98
9629,1949,1013,9,169.38
9630,16419,1020,6,182.78
9631,12579,1088,7,287.94
9632,1054,1095,2,186.26
9633,19860,1003,2,255.4
9634,14174,1072,7,162.33
9635,15651,1032,4,312.05
9636,10627,1080,7,127.2
9637,519,1046,1,368.21
9638,17186,1093,6,63.31
9639,10319,1019,8,442.81
9640,12206,1023,4,104.08
9641,17928,1055,3,303.33
9642,4220,1000,3,274.45
9643,15200,1027,2,202.38
9644,15097,1044,2,479.76
9645,7577,1016,5,22.22
9646,17844,1069,7,163.48
9647,6401,1054,5,422.7
9648,8225,1042,3,330.82
9649,3103,1021,3,431.99
9650,16003,1062,5,332.26
9651,17617,1075,9,232.11
9652,14845,1041,4,133.09
9653,10547,1079,5,374.08
9654,4701,1097,5,234.0
9655,205,1061,1,220.6
9656,3195,1042,5,34.96
9657,146,1025,2,452.66
9658,11094,1011,7,27.51
9659,13021,1081,9,150.67
9660,1242,1020,1,230.89
9661,15816,1065,4,82.64
9662,589,1013,4,406.38
9663,1600,1011,5,344.81
9664,7506,1058,4,422.08
9665,16813,1045,2,307.9
9666,2340,1002,4,496.72
9667,1940,1041,6,405.1
9668,6624,1086,2,480.69
9669,11708,1094,6,325.77
9670,16744,1056,8,170.86
9671,13081,1025,8,377.16
9672,3087,1036,3,52.97
9673,9753,1077,6,175.93
9674,10644,1042,4,184.67
9675,18319,1010,1,89.03
9676,15882,1019,4,61.36
9677,6400,1072,3,434.14
9678,3941,1063,8,258.18
9679,9275,1013,1,58.13
9680,18290,1042,6,313.38
9681,3642,1021,2,303.11
9682,11901,1035,3,114.24
9683,16360,1010,4,69.07
9684,3670,1008,6,446.5
9685,13700,1005,3,133.21
9686,16224,1006,4,183.85
9687,9112,1077,8,407.18
9688,13774,1099,1,279.61
9689,2426,1016,7,224.39
9690,19916,1097,8,414.47
9691,10156,1018,4,228.76
9692,15887,1031,8,347.65
9693,2547,1053,2,150.72
9694,13242,1082,8,111.71
9695,1760,1091,1,379.28
9696,13308,1066,8,499.37
9697,17236,1057,1,323.39
9698,6461,1023,8,389.05
9699,18670,1042,6,319.96
9700,1742,1089,8,480.36
9701,10984,1088,9,376.41
9702,8999,1019,1,450.74
9703,19731,1070,9,419.3
9704,8425,1055,2,194.06
9705,388,1007,3,177.21
9706,18340,1017,2,224.79
9707,11397,1060,9,467.17
9708,2993,1022,1,372.6
9709,14004,1053,4,176.07
9710,15497,1049,2,466.05
9711,3822,1010,7,117.05
9712,10091,1067,3,322.25
9713,850,1084,6,97.24
9714,8620,1070,3,202.83
9715,14328,1026,7,179.23
9716,16355,1037,9,296.89
9717,1336,1034,3,357.43
9718,5572,1045,3,345.71
9719,7726,1032,7,401.95
9720,18247,1008,6,499.44
9721,14685,1034,3,483.9
9722,15420,1093,7,330.06
9723,3074,1080,4,351.71
9724,10358,1001,9,316.52
9725,16767,1019,2,43.27
9726,9065,1061,1,301.85
9727,16255,1005,8,455.71
9728,5941,1005,2,173.24
9729,16076,1042,3,78.01
9730,8494,1090,9,474.05
9731,7832,1010,1,319.5
9732,3477,1083,5,128.45
9733,19697,1031,4,89.51
9734,15992,1012,1,132.57
9735,10436,1044,2,386.06
9736,16213,1024,1,444.85
9737,14836,1039,6,265.9
9738,7954,1072,6,360.48
9739,19235,1036,9,272.27
9740,17626,1053,1,318.55
9741,15820,1065,4,217.89
9742,14987,1015,5,23.79
9743,3748,1040,9,252.02
9744,521,1023,5,104.53
9745,10089,1078,7,304.76
9746,7796,1052,5,353.71
9747,19853,1014,7,280.3
9748,11103,1036,6,370.34
9749,15568,1010,6,218.78
9750,13819,1016,8,394.28
9751,6430,1028,1,374.15
9752,10902,1053,8,246.78
9753,1174,1033,8,372.41
9754,11518,1006,5,471.43
9755,17884,1038,9,415.98
9756,8551,1066,6,361.83
9757,9664,1062,5,398.25
9758,16343,1052,4,171.89
9759,7107,1029,6,95.53
9760,2175,1054,7,387.73
9761,18236,1069,1,336.66
9762,11451,1033,7,237.55
9763,229,1026,5,61.22
9764,7665,1036,9,239.52
9765,10753,1036,3,476.95
9766,8876,1021,2,402.38
9767,530,1071,5,195.26
9768,11667,1014,3,497.85
9769,2184,1067,1,121.36
9770,16801,1020,2,313.46
9771,16307,1085,8,125.14
9772,13157,1092,5,351.46
9773,18255,1064,6,292.57
9774,15138,1082,6,67.65
9775,13789,1088,5,226.75
9776,9468,1007,1,84.96
9777,9801,1055,6,153.37
9778,2827,1023,9,76.89
9779,11592,1022,8,340.31
9780,7882,1023,4,28.5
9781,2405,1077,1,138.55
9782,5821,1049,6,479.03
9783,18479,1058,7,338.08
9784,15795,1085,3,260.03
9785,583,1036,7,269.98
9786,15814,1034,2,381.53
9787,2293,1082,5,277.74
9788,11563,1035,9,72.02
9789,855,1017,8,108.89
9790,3802,1071,7,145.72
9791,11451,1048,1,241.22
9792,6551,1056,9,402.97
9793,4465,1072,7,416.01
9794,3795,1015,2,197.16
9795,19588,1063,9,371.84
9796,2250,1021,8,383.93
9797,9508,1092,4,444.61
9798,6665,1022,9,121.42
9799,10693,1049,1,190.02
9800,9409,1039,6,226.26
9801,7858,1087,2,446.05
9802,19423,1029,9,437.28
9803,3423,1057,8,283.03
9804,646,1078,5,110.16
9805,15728,1035,5,78.51
9806,3940,1003,8,334.72
9807,5454,1059,8,34.87
9808,3164,1029,8,79.1
9809,16456,1032,7,258.92
9810,19908,1082,6,383.25
9811,8838,1076,8,92.85
9812,3817,1054,7,247.97
9813,13357,1087,6,236.38
9814,9690,1081,4,245.65
9815,4946,1070,3,413.03
9816,7559,1098,7,485.42
9817,10893,1047,4,102.86
9818,14861,1013,7,400.75
9819,10633,1042,4,268.91
9820,4980,1016,2,234.61
9821,18866,1094,3,219.85
9822,19068,1025,9,239.7
9823,8537,1062,3,139.84
9824,18433,1097,7,460.89
9825,15799,1037,3,363.53
9826,16108,1087,6,24.1
9827,13985,1037,3,39.01
9828,13620,1073,4,416.63
9829,411,1058,1,471.89
9830,6631,1097,5,300.0
9831,228,1063,7,65.38
9832,8667,1006,1,38.9
9833,6341,1005,6,202.56
9834,7966,1015,8,309.55
9835,6375,1088,2,39.53
9836,10185,1054,3,390.06
9837,1115,1079,7,293.9
9838,18668,1010,4,265.41
9839,2070,1027,8,115.76
9840,15639,1067,1,20.45
9841,13205,1078,6,168.95
9842,11467,1002,4,251.43
9843,10745,1088,8,282.92
9844,5614,1086,4,266.23
9845,7729,1079,5,488.05
9846,15388,1081,7,195.98
9847,11781,1088,1,255.52
9848,17156,1044,5,143.37
9849,2017,1062,2,292.36
9850,15432,1018,1,61.55
9851,16560,1084,1,303.82
9852,15742,1016,2,273.32
9853,4064,1029,1,470.12
9854,16148,1070,5,203.14
9855,11176,1084,8,198.86
9856,14593,1033,6,258.65
9857,1743,1044,2,429.76
9858,16456,1030,5,165.13
9859,14845,1003,9,79.7
9860,97,1098,4,177.34
9861,1655,1065,2,217.11
9862,18088,1004,6,38.95
9863,2357,1080,8,86.0
9864,606,1080,1,476.01
9865,19044,1044,3,160.9
9866,9390,1003,8,473.33
9867,16531,1031,3,48.04
9868,17566,1051,7,66.97
9869,2278,1007,6,398.19
9870,1349,1020,3,78.51
9871,5124,1056,5,90.81
9872,5780,1034,9,155.86
9873,8771,1034,5,456.33
9874,2615,1026,6,189.31
9875,19763,1048,3,462.0
9876,4230,1049,9,496.89
9877,12784,1075,6,467.44
9878,17920,1027,4,161.85
9879,15111,1031,3,295.99
9880,2746,1084,9,73.75
9881,14988,1095,5,323.12
9882,3704,1095,7,387.08
9883,19751,1005,9,140.08
9884,10975,1039,8,477.41
9885,7135,1056,8,181.0
9886,9435,1087,9,491.72
9887,2118,1031,2,375.29
9888,10138,1053,4,420.95
9889,17390,1047,3,386.17
9890,9623,1048,9,173.24
9891,1881,1029,2,89.83
9892,8326,1089,7,75.72
9893,15534,1008,2,263.32
9894,2001,1089,2,408.28
9895,16373,1068,7,277.22
9896,16009,1093,1,460.01
9897,9417,1071,4,490.62
9898,14352,1087,3,449.08
9899,8609,1084,3,475.66
9900,18342,1099,6,280.56
9901,14482,1064,1,438.5
9902,16717,1006,7,139.84
9903,15903,1027,9,103.45
9904,148,1062,8,29.72
9905,3166,1060,6,193.86
9906,4181,1059,4,42.16
9907,13111,1005,5,60.01
9908,9131,1052,6,37.58
9909,18903,1024,7,161.18
9910,11025,1095,5,67.61
9911,19838,1056,5,480.08
9912,5670,1015,8,236.76
9913,3245,1009,2,462.98
9914,10315,1045,1,348.22
9915,6091,1029,2,90.0
9916,12163,1060,4,218.05
9917,12638,1059,2,205.67
9918,16913,1067,7,393.21
9919,18632,1031,4,387.27
9920,4954,1023,3,447.68
9921,11306,1038,2,218.76
9922,9706,1026,9,366.09
9923,482,1071,7,105.09
9924,14188,1073,8,47.29
9925,10564,1027,5,285.25
9926,12946,1011,7,277.9
9927,14986,1030,7,74.84
9928,5447,1062,1,308.03
9929,11534,1088,9,379.46
9930,15950,1046,4,86.29
9931,19390,1018,4,496.84
9932,13606,1041,5,226.42
9933,7361,1038,8,137.18
9934,19394,1001,2,378.58
9935,16091,1027,9,45.27
9936,9535,1012,1,219.68
9937,4913,1019,7,391.18
9938,3949,1050,4,147.03
9939,19009,1070,7,39.06
9940,18719,1007,7,424.74
9941,10730,1081,2,130.62
9942,14410,1006,7,414.78
9943,13210,1014,8,167.32
9944,13833,1036,4,145.45
9945,543,1075,2,152.77
9946,2692,1060,6,179.57
9947,5112,1010,5,264.2
9948,4545,1031,8,492.24
9949,17389,1033,4,329.91
9950,10450,1087,7,273.41
9951,6212,1030,8,306.59
9952,3294,1078,6,232.56
9953,17531,1059,3,419.03
9954,1656,1063,9,387.03
9955,4769,1048,2,339.92
9956,3828,1088,2,354.5
9957,6697,1044,5,482.21
9958,9838,1047,2,146.46
9959,17639,1003,9,264.7
9960,9063,1096,2,440.43
9961,7547,1034,7,463.49
9962,10828,1010,8,385.21
9963,5239,1056,8,227.48
9964,6413,1057,8,61.72
9965,18048,1059,2,286.47
9966,18803,1075,1,235.3
9967,14832,1044,8,383.76
9968,8321,1055,4,264.63
9969,15029,1014,8,240.04
9970,10168,1091,7,217.4
9971,18009,1078,7,91.68
9972,1205,1091,6,419.11
9973,656,1063,5,265.49
9974,8130,1001,6,340.13
9975,16757,1053,6,81.43
9976,17249,1072,3,298.4
9977,1842,1074,5,141.26
9978,17656,1088,8,91.49
9979,12217,1094,6,135.88
9980,10981,1078,5,133.61
9981,8904,1026,4,386.06
9982,18756,1005,8,442.98
9983,13517,1010,2,47.96
9984,5666,1036,9,335.48
9985,16270,1047,2,298.9
9986,2155,1050,5,182.9
9987,14562,1066,2,318.79
9988,19911,1036,3,463.97
9989,13767,1084,8,462.65
9990,14883,1073,2,469.26
9991,3681,1053,2,302.14
9992,2487,1039,7,252.74
9993,15151,1026,8,193.77
9994,8803,1099,9,392.13
9995,6085,1029,2,226.25
9996,517,1041,3,316.99
9997,11013,1038,8,347.56
9998,12540,1068,5,44.56
9999,6636,1001,6,57.29
10000,4491,1007,7,71.33
10001,9492,1051,1,357.84
10002,5531,1098,7,103.42
10003,14177,1060,9,368.67
10004,4711,1048,4,126.3
10005,19523,1093,1,460.91
10006,10802,1056,4,266.77
10007,15740,1069,3,261.59
10008,9841,1077,9,136.56
10009,19479,1021,5,244.83
10010,9363,1025,8,34.83
10011,17450,1046,4,486.2
10012,17333,1044,8,361.58
10013,15804,1058,6,228.07
10014,2375,1098,3,273.68
10015,9439,1095,5,319.29
10016,10792,1085,7,165.29
10017,17595,1069,6,164.56
10018,18228,1054,4,73.69
