maintenance_id,workorder_id,asset_id,completion_date,downtime_hours,maintenance_cost_eur
4735,4735,489,2022-02-04,37.6,1899
4736,4736,181,2023-09-16,16.32,4281
4737,4737,59,2023-01-12,23.2,3656
4738,4738,95,2023-06-04,13.13,327
4739,4739,453,2022-11-22,6.83,4470
4740,4740,280,2023-03-07,24.1,932
4741,4741,378,2022-04-15,23.54,2067
4742,4742,134,2023-07-02,7.69,941
4743,4743,442,2022-07-22,40.34,2472
4744,4744,197,2022-11-30,16.52,756
4745,4745,152,2022-08-14,40.1,4061
4746,4746,182,2023-05-17,8.66,1106
4747,4747,136,2022-12-09,31.1,4460
4748,4748,183,2023-11-16,17.81,1654
4749,4749,459,2022-04-21,23.79,426
4750,4750,224,2022-11-21,13.62,3536
4751,4751,31,2023-01-10,20.74,3538
4752,4752,118,2023-11-06,21.65,3473
4753,4753,298,2022-11-11,30.33,1999
4754,4754,131,2023-12-08,12.62,228
4755,4755,224,2022-04-07,16.5,2752
4756,4756,247,2023-12-02,44.24,3893
4757,4757,119,2023-11-30,11.28,2067
4758,4758,380,2022-06-20,15.93,3184
4759,4759,261,2023-05-24,37.42,2479
4760,4760,358,2023-09-26,16.09,2809
4761,4761,378,2022-02-22,30.16,4911
4762,4762,194,2022-06-01,12.64,1478
4763,4763,196,2023-08-25,33.53,3464
4764,4764,368,2023-01-29,1.65,3226
4765,4765,465,2022-07-29,16.85,208
4766,4766,421,2022-10-07,30.67,1452
4767,4767,477,2023-05-15,41.7,3146
4768,4768,51,2022-10-13,43.8,4815
4769,4769,13,2023-05-06,39.45,2289
4770,4770,188,2023-09-16,8.65,2210
4771,4771,185,2023-05-03,39.43,2111
4772,4772,465,2022-09-02,30.74,2543
4773,4773,388,2023-02-10,8.34,4448
4774,4774,142,2023-09-03,25.56,2710
4775,4775,391,2022-11-02,39.24,1268
4776,4776,67,2023-06-07,18.63,2047
4777,4777,267,2022-09-23,24.99,4292
4778,4778,424,2023-06-07,23.73,235
4779,4779,217,2023-01-23,23.07,871
4780,4780,346,2023-01-02,37.22,3815
4781,4781,392,2023-05-15,24.78,1067
4782,4782,243,2023-01-12,24.83,3004
4783,4783,351,2022-06-19,13.95,438
4784,4784,22,2023-09-16,42.87,2850
4785,4785,314,2022-08-17,35.71,2746
4786,4786,375,2023-10-06,41.93,2360
4787,4787,474,2022-11-22,39.89,1538
4788,4788,397,2022-07-01,34.63,801
4789,4789,429,2023-07-28,45.94,1843
4790,4790,6,2022-12-09,34.66,4867
4791,4791,143,2022-10-13,7.78,1831
4792,4792,290,2022-08-18,46.76,4312
4793,4793,40,2023-05-10,14.08,4964
4794,4794,186,2022-12-09,12.5,3846
4795,4795,466,2022-02-15,41.59,4580
4796,4796,273,2022-09-09,15.22,3520
4797,4797,158,2023-01-03,23.16,4887
4798,4798,198,2023-06-02,33.62,4124
4799,4799,316,2023-03-29,4.53,4970
4800,4800,236,2022-11-22,32.51,2309
4801,4801,208,2022-11-08,15.16,2299
4802,4802,233,2023-08-15,29.86,3933
4803,4803,39,2023-06-09,14.84,1016
4804,4804,118,2022-05-01,24.01,4623
4805,4805,115,2022-09-29,45.63,2927
4806,4806,5,2023-04-15,10.86,2216
4807,4807,72,2023-01-05,30.65,2448
4808,4808,297,2022-11-22,34.11,4609
4809,4809,428,2022-06-04,15.12,206
4810,4810,436,2022-01-29,29.78,1783
4811,4811,205,2022-08-01,25.1,400
4812,4812,221,2022-02-15,17.23,1745
4813,4813,103,2023-04-21,46.25,596
4814,4814,294,2023-04-19,16.48,879
4815,4815,399,2022-05-29,3.3,2576
4816,4816,282,2022-11-21,3.54,2703
4817,4817,330,2023-04-16,40.36,4038
4818,4818,152,2023-01-17,40.6,4874
4819,4819,428,2022-08-10,21.1,4742
4820,4820,227,2023-06-02,28.49,3139
4821,4821,102,2023-07-12,37.56,3634
4822,4822,278,2023-05-05,31.5,2619
4823,4823,430,2022-02-25,38.83,1814
4824,4824,55,2023-10-15,44.97,2362
4825,4825,393,2022-10-02,17.34,4086
4826,4826,264,2022-01-13,36.91,2158
4827,4827,274,2023-09-21,6.47,4493
4828,4828,337,2022-03-27,34.77,281
4829,4829,1,2022-10-02,33.31,774
4830,4830,1,2022-07-16,40.63,1815
4831,4831,409,2023-02-22,12.25,3500
4832,4832,50,2022-09-22,28.85,2335
4833,4833,291,2023-09-16,3.59,3301
4834,4834,221,2023-07-25,20.88,2173
4835,4835,282,2022-04-13,25.54,2148
4836,4836,77,2022-01-15,7.93,3544
4837,4837,448,2022-09-20,2.84,3004
4838,4838,426,2023-03-03,11.02,2674
4839,4839,192,2022-08-26,41.48,3140
4840,4840,458,2023-10-10,3.17,1097
4841,4841,231,2022-07-11,29.06,4588
4842,4842,9,2022-04-19,42.91,1007
4843,4843,428,2023-02-20,28.03,988
4844,4844,278,2023-07-13,3.94,4092
4845,4845,165,2022-03-05,34.4,3318
4846,4846,144,2023-05-17,37.46,4823
4847,4847,276,2023-06-17,24.63,4882
4848,4848,258,2022-08-15,20.85,337
4849,4849,468,2022-04-01,19.39,476
4850,4850,9,2023-06-17,35.98,620
4851,4851,295,2022-10-30,35.36,2266
4852,4852,463,2023-01-19,2.26,919
4853,4853,230,2022-12-23,6.02,1995
4854,4854,428,2023-10-23,30.75,4720
4855,4855,200,2023-07-04,29.66,4779
4856,4856,470,2022-04-16,27.73,281
4857,4857,259,2022-09-16,34.8,4553
4858,4858,5,2023-10-15,5.43,536
4859,4859,70,2023-10-09,46.87,2812
4860,4860,154,2022-04-17,45.3,4909
4861,4861,394,2023-01-15,21.33,4758
4862,4862,270,2022-10-18,27.96,3916
4863,4863,215,2022-04-24,38.13,1790
4864,4864,463,2022-04-21,16.04,1432
4865,4865,249,2023-07-10,45.62,3422
4866,4866,25,2023-01-27,13.65,4819
4867,4867,156,2023-01-10,23.36,1031
4868,4868,280,2023-03-25,46.0,1495
4869,4869,152,2022-11-16,35.3,1642
4870,4870,98,2023-05-21,16.94,1840
4871,4871,182,2022-12-02,19.36,937
4872,4872,18,2022-12-11,8.13,4584
4873,4873,499,2023-07-16,32.46,2978
4874,4874,344,2022-02-16,31.71,2762
4875,4875,361,2022-12-27,14.46,3211
4876,4876,326,2023-09-06,9.48,2143
4877,4877,469,2023-10-11,27.94,4816
4878,4878,254,2023-02-14,10.08,4858
4879,4879,138,2022-11-27,30.51,408
4880,4880,400,2022-01-16,5.15,4842
4881,4881,447,2022-10-20,31.05,3884
4882,4882,115,2023-09-26,22.42,491
4883,4883,467,2023-01-18,39.18,1218
4884,4884,466,2022-10-23,35.91,4834
4885,4885,172,2022-08-29,4.24,4467
4886,4886,481,2023-07-08,14.98,332
4887,4887,194,2022-01-26,35.05,1242
4888,4888,381,2022-04-04,39.43,4620
4889,4889,487,2022-04-18,28.27,4543
4890,4890,160,2023-08-28,15.59,238
4891,4891,298,2022-12-13,33.56,645
4892,4892,338,2022-02-03,27.58,1059
4893,4893,321,2022-03-17,14.97,3601
4894,4894,344,2022-09-14,9.45,257
4895,4895,399,2023-05-23,31.15,2503
4896,4896,251,2023-02-11,43.28,1457
4897,4897,78,2022-07-07,1.75,3636
4898,4898,155,2023-06-13,34.71,3718
4899,4899,313,2023-02-03,40.75,2442
4900,4900,85,2023-04-24,13.65,2731
4901,4901,487,2022-01-23,4.07,2410
4902,4902,128,2023-06-23,25.76,3690
4903,4903,138,2022-11-29,30.07,231
4904,4904,453,2023-08-17,33.34,988
4905,4905,307,2022-07-30,43.15,528
4906,4906,40,2023-03-20,44.34,3547
4907,4907,73,2023-04-05,32.97,2038
4908,4908,236,2023-03-11,45.93,4036
4909,4909,375,2022-09-05,5.08,3103
4910,4910,64,2023-03-19,39.37,3526
4911,4911,450,2022-06-11,41.41,2418
4912,4912,5,2023-08-31,45.34,3112
4913,4913,55,2022-05-23,46.72,1471
4914,4914,23,2022-09-09,6.13,374
4915,4915,385,2023-02-21,13.04,4560
4916,4916,74,2023-11-20,34.59,1311
4917,4917,281,2023-06-13,3.33,711
4918,4918,110,2023-05-08,37.6,1360
4919,4919,295,2023-01-31,17.77,2754
4920,4920,264,2022-01-22,19.35,904
4921,4921,366,2023-02-20,44.3,1862
4922,4922,77,2022-10-21,1.93,1095
4923,4923,14,2022-03-18,7.53,4692
4924,4924,210,2023-04-10,45.68,2973
4925,4925,292,2023-02-04,12.91,2903
4926,4926,390,2023-05-25,41.73,1372
4927,4927,219,2023-04-20,30.09,579
4928,4928,147,2022-09-21,15.73,3124
4929,4929,164,2023-05-10,1.55,2115
4930,4930,348,2023-11-29,1.31,1380
4931,4931,30,2022-05-14,3.08,248
4932,4932,251,2022-01-28,39.7,349
4933,4933,12,2023-11-17,25.27,4077
4934,4934,457,2022-03-20,25.67,1818
4935,4935,299,2023-05-02,32.3,2086
4936,4936,98,2023-09-09,7.68,4052
4937,4937,129,2022-05-19,35.49,485
4938,4938,350,2022-11-16,9.46,3965
4939,4939,15,2023-07-25,1.45,961
4940,4940,227,2023-03-29,7.37,4510
4941,4941,270,2022-11-15,26.77,2745
4942,4942,340,2022-12-19,4.67,2163
4943,4943,114,2022-11-01,3.56,3822
4944,4944,434,2022-10-19,29.65,4493
4945,4945,333,2023-04-29,10.14,2325
4946,4946,242,2022-09-23,28.26,3898
4947,4947,1,2022-10-12,43.42,3571
4948,4948,209,2022-03-31,2.99,4323
4949,4949,109,2022-03-30,40.64,2083
4950,4950,277,2023-09-22,15.17,366
4951,4951,302,2023-05-29,5.63,4885
4952,4952,218,2023-05-11,12.94,4054
4953,4953,207,2022-06-13,29.52,4138
4954,4954,4,2022-10-13,44.03,630
4955,4955,320,2022-04-20,43.35,4323
4956,4956,73,2023-07-30,10.99,783
4957,4957,41,2023-11-27,16.41,4074
4958,4958,92,2022-10-19,20.33,4345
4959,4959,351,2022-05-07,34.01,1881
4960,4960,154,2022-08-22,16.66,4384
4961,4961,50,2022-05-21,15.2,561
4962,4962,72,2022-07-02,45.09,3154
4963,4963,185,2023-07-07,43.33,2720
4964,4964,50,2023-05-10,27.11,608
4965,4965,20,2022-11-25,24.89,1661
4966,4966,392,2023-09-15,40.08,4911
4967,4967,245,2022-05-10,46.83,4593
4968,4968,456,2022-12-01,43.03,2579
4969,4969,79,2022-11-05,46.83,3847
4970,4970,251,2023-08-22,26.69,3083
4971,4971,316,2023-05-11,44.69,3914
4972,4972,8,2023-12-03,27.06,4553
4973,4973,454,2023-03-13,21.68,1101
4974,4974,95,2023-06-10,25.64,3864
4975,4975,261,2022-09-14,10.05,2743
4976,4976,11,2022-04-06,30.75,2153
4977,4977,214,2023-06-08,35.17,4605
4978,4978,448,2022-06-25,13.16,3614
4979,4979,124,2022-01-19,24.2,305
4980,4980,208,2022-12-26,46.34,4671
4981,4981,300,2023-01-21,13.98,3042
4982,4982,434,2023-05-06,1.21,1068
4983,4983,60,2023-06-11,22.84,4094
4984,4984,3,2022-10-06,37.4,4946
4985,4985,481,2022-10-21,36.59,1942
4986,4986,12,2023-08-29,2.65,286
4987,4987,484,2023-12-04,21.44,862
4988,4988,216,2022-04-14,16.32,2239
4989,4989,436,2023-07-06,39.83,4296
4990,4990,329,2022-10-12,21.93,626
4991,4991,106,2023-04-13,9.98,1608
4992,4992,299,2023-01-04,15.63,1593
4993,4993,407,2023-11-25,39.26,4929
4994,4994,243,2023-07-14,2.69,3682
4995,4995,205,2023-08-31,26.03,4326
4996,4996,277,2022-07-19,17.2,3545
4997,4997,28,2023-11-16,20.62,3364
4998,4998,217,2022-11-07,15.8,2376
4999,4999,262,2023-07-21,37.86,798
5000,5000,278,2022-10-18,37.62,4178
5001,5001,353,2023-02-12,5.58,2390
5002,5002,114,2023-01-18,21.78,2714
5003,5003,17,2023-05-28,40.96,2060
5004,5004,470,2023-03-27,34.79,718
5005,5005,363,2022-05-29,34.92,3166
5006,5006,29,2022-10-06,12.62,3444
5007,5007,469,2023-10-24,46.01,4459
5008,5008,236,2023-07-16,19.3,4664
5009,5009,23,2022-03-19,3.75,3639
5010,5010,361,2023-07-25,32.03,4124
5011,5011,410,2023-06-23,32.27,4984
5012,5012,424,2022-01-21,29.56,868
5013,5013,314,2023-07-06,15.48,1185
5014,5014,244,2023-07-04,14.48,3211
5015,5015,101,2023-11-06,7.23,3012
5016,5016,193,2022-10-13,37.69,2472
5017,5017,253,2022-10-29,39.78,4815
5018,5018,12,2022-12-03,32.39,2290
5019,5019,159,2023-04-11,14.21,379
5020,5020,448,2023-11-03,32.66,3405
5021,5021,82,2023-11-14,14.04,4450
5022,5022,152,2022-11-18,6.57,2034
5023,5023,401,2022-05-13,37.6,1485
5024,5024,31,2022-02-10,46.49,4565
5025,5025,443,2023-01-12,10.71,2390
5026,5026,434,2022-02-25,29.69,3605
5027,5027,436,2023-07-03,17.22,3077
5028,5028,62,2022-11-13,30.57,1583
5029,5029,180,2022-01-06,21.64,3096
5030,5030,268,2023-01-06,38.54,3419
5031,5031,444,2022-07-09,17.39,2768
5032,5032,436,2023-11-05,21.98,3091
5033,5033,1,2022-09-17,38.78,3390
5034,5034,20,2023-03-29,13.5,2748
5035,5035,93,2022-10-24,34.02,3074
5036,5036,369,2022-04-07,29.97,4820
5037,5037,183,2022-10-20,41.7,2906
5038,5038,496,2022-10-22,18.26,3358
5039,5039,160,2022-11-26,5.98,2288
5040,5040,337,2022-12-09,10.28,815
5041,5041,48,2022-09-03,41.67,3326
5042,5042,32,2022-01-24,37.55,544
5043,5043,185,2023-12-07,28.66,690
5044,5044,456,2023-06-02,17.93,2238
5045,5045,73,2023-09-02,47.4,3994
5046,5046,181,2023-08-05,22.7,2492
5047,5047,224,2022-12-26,3.12,1568
5048,5048,37,2023-11-08,27.88,4671
5049,5049,323,2022-05-06,13.01,1654
5050,5050,116,2022-06-09,12.61,681
5051,5051,453,2023-09-21,1.28,4047
5052,5052,73,2023-06-04,9.53,1127
5053,5053,418,2023-11-17,23.12,1600
5054,5054,198,2023-08-12,27.28,209
5055,5055,344,2023-11-24,10.3,508
5056,5056,195,2022-06-16,7.61,3702
5057,5057,232,2023-08-16,24.77,1382
5058,5058,424,2022-02-22,7.58,2542
5059,5059,261,2022-10-28,12.52,616
5060,5060,411,2022-08-14,11.63,3740
5061,5061,207,2022-02-08,5.9,298
5062,5062,474,2023-05-02,19.61,4329
5063,5063,142,2022-08-05,47.14,4124
5064,5064,457,2022-03-23,11.39,3580
5065,5065,371,2022-10-02,31.83,586
5066,5066,414,2023-01-21,34.91,652
5067,5067,117,2023-02-22,13.58,4854
5068,5068,200,2022-10-30,15.55,2842
5069,5069,226,2023-11-01,43.63,443
5070,5070,342,2022-04-07,21.57,2000
5071,5071,267,2023-03-23,23.79,478
5072,5072,27,2022-06-24,46.41,2463
5073,5073,462,2022-10-24,2.08,4955
5074,5074,388,2023-01-23,14.04,3529
5075,5075,436,2023-06-18,23.68,3115
5076,5076,42,2023-10-28,41.42,1237
5077,5077,399,2023-07-03,11.41,4781
5078,5078,164,2023-03-05,22.6,2353
5079,5079,243,2022-07-29,26.49,4893
5080,5080,356,2022-07-09,3.08,3367
5081,5081,239,2023-10-13,26.66,835
5082,5082,23,2022-01-30,2.85,1206
5083,5083,61,2023-04-01,46.61,3714
5084,5084,44,2022-12-28,19.7,3282
5085,5085,292,2023-01-30,23.78,2530
5086,5086,463,2023-04-17,39.44,1207
5087,5087,321,2022-03-16,45.83,3971
5088,5088,408,2023-10-09,13.83,847
5089,5089,324,2022-08-19,21.06,888
5090,5090,114,2022-06-01,36.35,3047
5091,5091,337,2022-04-17,3.48,4251
5092,5092,420,2022-07-25,25.33,1839
5093,5093,102,2022-07-13,12.91,1908
5094,5094,18,2023-10-07,30.87,3250
5095,5095,330,2023-01-03,41.69,1381
5096,5096,325,2022-11-17,33.97,1488
5097,5097,42,2022-09-06,42.58,2134
5098,5098,325,2023-10-15,22.71,3848
5099,5099,327,2023-07-09,22.65,4180
5100,5100,119,2022-09-10,10.57,3225
5101,5101,75,2022-04-28,32.09,4838
5102,5102,331,2022-04-11,18.02,4305
5103,5103,487,2023-08-10,25.03,3949
5104,5104,191,2022-03-03,1.49,2817
5105,5105,375,2022-12-03,41.48,900
5106,5106,130,2022-04-17,14.5,2013
5107,5107,182,2022-04-07,45.71,3023
5108,5108,133,2023-02-15,24.01,3295
5109,5109,108,2022-04-07,31.77,4057
5110,5110,368,2022-07-15,42.34,2424
5111,5111,203,2023-10-02,6.73,703
5112,5112,259,2023-01-20,17.21,2992
5113,5113,251,2022-04-28,6.5,1328
5114,5114,71,2023-04-17,16.28,2464
5115,5115,30,2022-01-12,45.49,3584
5116,5116,475,2022-12-28,16.99,3767
5117,5117,169,2023-04-02,37.55,2516
5118,5118,62,2022-02-22,37.18,2400
5119,5119,463,2023-02-11,31.99,4718
5120,5120,373,2022-03-27,25.71,2232
5121,5121,396,2022-12-08,11.57,2397
5122,5122,120,2023-10-22,13.42,4427
5123,5123,297,2023-10-23,28.47,3199
5124,5124,68,2022-03-18,36.27,1849
5125,5125,298,2023-10-15,33.91,2244
5126,5126,208,2023-02-18,33.52,738
5127,5127,490,2023-06-14,23.35,2035
5128,5128,35,2023-09-07,34.12,4041
5129,5129,127,2022-05-22,20.13,328
5130,5130,199,2023-02-17,44.61,4531
5131,5131,59,2023-01-07,1.63,4668
5132,5132,339,2023-09-07,27.78,502
5133,5133,384,2022-07-02,22.87,4672
5134,5134,496,2022-11-05,4.82,3816
5135,5135,275,2022-12-17,2.14,857
5136,5136,112,2023-11-28,41.07,1235
5137,5137,72,2023-11-05,24.29,3532
5138,5138,386,2023-05-31,31.36,1425
5139,5139,414,2022-09-04,33.99,4539
5140,5140,268,2023-08-11,23.01,954
5141,5141,114,2022-10-21,42.49,1358
5142,5142,469,2022-06-12,28.92,2075
5143,5143,101,2022-06-03,39.71,2180
5144,5144,190,2022-08-09,3.62,3432
5145,5145,350,2023-05-27,13.61,1347
5146,5146,396,2022-11-13,32.65,1555
5147,5147,118,2023-12-05,2.72,2585
5148,5148,461,2022-12-28,29.08,4896
5149,5149,154,2022-06-29,20.41,2734
5150,5150,276,2023-05-22,11.8,1216
5151,5151,434,2023-11-30,19.83,281
5152,5152,401,2022-07-11,13.5,2426
5153,5153,427,2022-08-11,3.15,394
5154,5154,12,2022-09-24,1.29,1348
5155,5155,350,2023-05-18,30.55,1135
5156,5156,159,2023-03-06,10.78,3772
5157,5157,291,2022-06-06,7.65,3866
5158,5158,22,2023-07-29,38.96,1015
5159,5159,274,2022-07-21,17.06,1706
5160,5160,189,2023-08-02,27.3,4117
5161,5161,221,2023-09-07,38.43,3457
5162,5162,128,2022-11-01,44.91,4393
5163,5163,338,2023-11-14,3.45,2105
5164,5164,462,2022-07-16,2.59,4137
5165,5165,152,2022-05-06,9.07,1855
5166,5166,444,2022-02-03,40.74,3376
5167,5167,94,2022-03-21,20.95,1675
5168,5168,137,2023-02-04,36.97,566
5169,5169,53,2023-01-05,4.49,3121
5170,5170,280,2022-03-26,2.88,3601
5171,5171,409,2023-03-02,44.08,386
5172,5172,467,2022-05-27,12.02,607
5173,5173,329,2022-12-31,24.74,931
5174,5174,479,2023-03-10,7.17,2252
5175,5175,346,2022-06-28,24.42,3030
5176,5176,351,2023-02-02,2.8,1481
5177,5177,122,2022-05-18,8.9,2139
5178,5178,80,2022-04-18,24.35,1007
5179,5179,10,2023-09-11,29.51,3395
5180,5180,215,2023-06-03,30.57,3691
5181,5181,427,2023-05-09,4.28,1249
5182,5182,254,2023-10-19,6.52,2889
5183,5183,110,2023-06-15,19.56,2391
5184,5184,181,2023-06-21,39.82,287
5185,5185,125,2022-11-20,26.99,1475
5186,5186,181,2022-10-11,39.59,2366
5187,5187,15,2023-10-15,4.39,3625
5188,5188,461,2023-04-06,9.21,4786
5189,5189,403,2022-02-05,4.06,3169
5190,5190,195,2022-03-09,34.49,3801
5191,5191,154,2023-11-26,24.16,4190
5192,5192,277,2022-05-03,46.2,1688
5193,5193,119,2022-11-03,4.91,2017
5194,5194,140,2022-04-10,40.15,4727
5195,5195,66,2023-11-19,13.64,2902
5196,5196,420,2022-04-28,3.1,1192
5197,5197,176,2023-09-02,38.08,1801
5198,5198,465,2022-02-21,44.09,608
5199,5199,53,2023-03-06,4.78,1866
5200,5200,360,2022-02-08,43.55,277
5201,5201,494,2023-05-26,19.16,276
5202,5202,57,2023-08-04,29.64,3394
5203,5203,274,2023-11-09,41.57,4520
5204,5204,83,2023-07-31,24.3,1382
5205,5205,222,2023-03-24,11.72,2499
5206,5206,486,2023-02-13,43.9,3645
5207,5207,90,2023-08-29,32.19,2605
5208,5208,265,2022-03-04,41.0,1784
5209,5209,371,2023-05-10,36.47,2476
5210,5210,409,2023-02-23,14.51,3433
5211,5211,22,2022-10-17,13.6,3100
5212,5212,303,2022-02-14,34.97,2760
5213,5213,264,2022-09-01,11.25,1027
5214,5214,25,2022-10-29,5.8,1437
5215,5215,110,2022-11-08,6.52,2312
5216,5216,137,2022-08-17,36.96,438
5217,5217,54,2023-02-21,36.76,3720
5218,5218,405,2022-01-21,1.57,2358
5219,5219,472,2022-05-24,13.46,983
5220,5220,162,2022-08-02,3.01,4434
5221,5221,51,2023-06-20,26.45,1751
5222,5222,222,2023-01-21,32.53,4621
5223,5223,282,2023-09-27,5.56,1671
5224,5224,275,2023-06-12,3.86,817
5225,5225,351,2022-01-14,31.47,2128
5226,5226,452,2022-07-08,32.74,836
5227,5227,497,2023-08-27,30.05,3968
5228,5228,40,2022-05-14,13.75,4958
5229,5229,315,2022-04-16,6.97,438
5230,5230,28,2023-01-01,5.92,3700
5231,5231,381,2023-11-13,5.43,1681
5232,5232,485,2023-02-06,22.98,1102
5233,5233,316,2022-03-14,6.52,1822
5234,5234,241,2023-05-30,26.46,1170
5235,5235,85,2022-02-13,45.81,3199
5236,5236,90,2022-11-18,39.62,564
5237,5237,83,2023-11-07,27.55,950
5238,5238,366,2022-12-22,21.57,315
5239,5239,154,2023-09-20,29.2,1754
5240,5240,440,2023-01-25,29.29,591
5241,5241,178,2022-10-04,3.83,4628
5242,5242,428,2022-01-12,21.65,2270
5243,5243,233,2023-11-18,31.59,3050
5244,5244,435,2022-01-11,41.78,3480
5245,5245,321,2023-07-30,32.35,4739
5246,5246,318,2022-08-19,24.92,864
5247,5247,32,2023-10-29,26.76,997
5248,5248,153,2022-04-14,40.12,4582
5249,5249,218,2022-08-01,12.39,4454
5250,5250,475,2022-10-07,40.06,1245
5251,5251,349,2023-07-23,24.1,3536
5252,5252,180,2022-08-30,2.18,4939
5253,5253,25,2022-03-15,5.06,2477
5254,5254,182,2022-01-11,26.11,2898
5255,5255,125,2023-10-24,8.84,645
5256,5256,205,2022-03-08,18.96,1339
5257,5257,297,2022-12-25,31.85,3276
5258,5258,88,2022-12-04,31.44,3710
5259,5259,246,2022-05-06,14.01,2282
5260,5260,135,2023-06-09,15.4,4066
5261,5261,12,2023-04-10,3.69,4541
5262,5262,461,2022-09-30,1.49,4849
5263,5263,235,2023-10-27,19.71,3101
5264,5264,45,2022-03-31,3.93,338
5265,5265,328,2022-09-03,2.62,4896
5266,5266,470,2022-07-13,38.4,2690
5267,5267,256,2023-03-22,14.53,1965
5268,5268,347,2023-01-30,26.63,1675
5269,5269,212,2023-08-14,38.75,4863
5270,5270,370,2023-04-15,24.47,2939
5271,5271,230,2023-07-20,30.67,3606
5272,5272,18,2023-05-08,40.34,4129
5273,5273,220,2022-06-02,38.7,3769
5274,5274,302,2023-03-07,43.36,1610
5275,5275,133,2022-10-02,17.24,2242
5276,5276,300,2023-04-17,42.07,3531
5277,5277,230,2023-10-14,19.46,2439
5278,5278,104,2022-10-08,27.06,3187
5279,5279,100,2023-06-16,45.65,4944
5280,5280,97,2022-06-12,5.43,4600
5281,5281,119,2022-12-16,19.88,1914
5282,5282,433,2023-09-08,29.84,2788
5283,5283,75,2022-01-27,47.58,4078
5284,5284,436,2023-06-11,46.09,3625
5285,5285,351,2023-07-11,31.31,3754
5286,5286,63,2023-04-13,42.51,215
5287,5287,80,2022-10-08,13.45,1076
5288,5288,425,2023-04-10,19.49,2654
5289,5289,490,2023-04-30,47.32,1028
5290,5290,15,2022-09-25,4.25,3790
5291,5291,240,2022-03-14,31.3,2289
5292,5292,401,2022-08-15,10.05,2225
5293,5293,344,2023-04-04,42.39,2900
5294,5294,419,2022-06-20,29.1,275
5295,5295,332,2022-12-14,31.25,1460
5296,5296,100,2022-04-27,7.4,1596
5297,5297,13,2022-06-02,21.53,4019
5298,5298,354,2023-01-23,4.53,4968
5299,5299,127,2022-07-19,28.98,4567
5300,5300,23,2023-09-17,16.64,1637
5301,5301,161,2023-10-07,15.77,947
5302,5302,436,2022-08-11,27.14,958
5303,5303,129,2023-08-11,36.92,1904
5304,5304,227,2023-09-18,22.91,3786
5305,5305,155,2022-08-21,22.05,983
5306,5306,293,2023-09-28,47.38,2364
5307,5307,286,2023-04-04,21.55,4570
5308,5308,28,2022-08-09,39.47,1220
5309,5309,489,2023-04-26,40.51,2812
5310,5310,178,2022-01-24,27.53,4387
5311,5311,280,2023-01-06,20.09,3328
5312,5312,199,2023-09-30,12.21,4223
5313,5313,40,2023-03-11,4.61,3698
5314,5314,400,2022-12-18,35.06,211
5315,5315,336,2023-08-18,19.42,3750
5316,5316,110,2022-02-28,2.96,1624
5317,5317,348,2023-04-11,20.48,3677
5318,5318,320,2023-04-21,6.0,3385
5319,5319,418,2022-03-25,7.7,3535
5320,5320,357,2023-10-03,25.62,1578
5321,5321,322,2022-03-30,30.02,4746
5322,5322,3,2023-11-30,21.19,1224
5323,5323,113,2022-10-16,32.75,4533
5324,5324,185,2022-05-28,31.73,2756
5325,5325,11,2022-10-24,30.84,669
5326,5326,9,2022-01-15,32.99,1139
5327,5327,132,2023-02-08,20.46,3261
5328,5328,421,2023-11-12,16.23,4853
5329,5329,260,2023-10-13,18.09,3011
5330,5330,2,2023-07-16,12.08,2046
5331,5331,50,2023-05-03,24.14,1240
5332,5332,288,2023-01-26,6.43,1551
5333,5333,453,2023-10-19,36.52,2003
5334,5334,492,2023-03-24,20.03,2087
5335,5335,238,2022-05-01,37.04,2658
5336,5336,344,2022-05-29,25.77,3543
5337,5337,85,2022-06-10,37.66,1338
5338,5338,461,2022-05-01,9.21,2193
5339,5339,340,2023-02-21,34.16,413
5340,5340,206,2022-08-12,29.89,475
5341,5341,21,2023-09-30,37.09,1421
5342,5342,471,2023-04-05,34.76,2623
5343,5343,97,2022-01-24,34.2,2248
5344,5344,349,2022-12-28,32.23,1903
5345,5345,371,2023-09-30,17.83,1291
5346,5346,499,2022-09-07,10.02,774
5347,5347,193,2023-02-04,21.42,2705
5348,5348,313,2023-07-26,15.81,3740
5349,5349,446,2022-09-08,40.81,2513
5350,5350,76,2022-08-31,7.95,1477
5351,5351,459,2022-09-01,5.39,3620
5352,5352,67,2022-03-12,43.65,4191
5353,5353,113,2023-06-21,11.46,2105
5354,5354,224,2022-03-11,38.12,1865
5355,5355,64,2022-09-18,16.7,2827
5356,5356,271,2023-02-09,13.42,1437
5357,5357,31,2023-05-11,8.6,1684
5358,5358,465,2022-02-19,36.83,3561
5359,5359,62,2022-08-16,39.95,4884
5360,5360,326,2023-05-17,29.92,3749
5361,5361,143,2022-05-30,43.77,4585
5362,5362,249,2023-04-06,26.11,4764
5363,5363,216,2023-03-06,27.55,325
5364,5364,358,2023-05-03,43.43,1499
5365,5365,399,2022-11-19,14.99,853
5366,5366,66,2023-07-11,4.62,4023
5367,5367,200,2022-02-08,41.52,625
5368,5368,369,2022-10-25,22.36,1958
5369,5369,471,2023-04-14,13.09,444
5370,5370,491,2022-05-06,32.66,632
5371,5371,160,2023-06-11,26.77,4581
5372,5372,408,2023-08-02,45.84,4020
5373,5373,310,2023-03-14,17.13,2367
