workorder_id,asset_id,open_date,maintenance_type,priority
3207,458,2022-01-16,Preventive,Medium
3208,310,2023-09-06,Corrective,Low
3209,51,2022-11-03,Inspection,High
3210,432,2022-01-24,Preventive,Low
3211,438,2023-05-27,Preventive,High
3212,122,2022-12-05,Inspection,Low
3213,380,2022-07-16,Inspection,Low
3214,247,2023-05-22,Corrective,High
3215,458,2023-10-19,Inspection,High
3216,14,2023-10-08,Corrective,High
3217,470,2022-09-14,Corrective,High
3218,308,2022-01-10,Corrective,High
3219,30,2023-10-31,Corrective,High
3220,305,2022-09-24,Preventive,Medium
3221,495,2023-07-12,Corrective,Medium
3222,462,2023-06-29,Inspection,Medium
3223,363,2023-04-08,Preventive,Medium
3224,418,2022-08-26,Inspection,High
3225,484,2022-06-27,Inspection,Medium
3226,266,2022-01-31,Corrective,Medium
3227,282,2023-07-12,Inspection,Medium
3228,193,2023-09-10,Corrective,High
3229,393,2023-03-12,Inspection,High
3230,361,2023-09-16,Preventive,Medium
3231,298,2023-07-02,Inspection,High
3232,223,2023-01-17,Corrective,High
3233,24,2023-02-10,Inspection,Low
3234,277,2022-09-30,Corrective,Medium
3235,485,2022-12-11,Corrective,High
3236,261,2023-05-26,Inspection,Medium
3237,55,2022-11-06,Inspection,Low
3238,209,2022-09-18,Preventive,Medium
3239,127,2022-01-10,Inspection,High
3240,419,2023-01-21,Preventive,Low
3241,260,2022-06-29,Corrective,Medium
3242,298,2023-06-01,Inspection,Medium
3243,158,2023-06-07,Inspection,Medium
3244,403,2023-10-08,Corrective,Medium
3245,297,2023-01-02,Preventive,High
3246,397,2022-06-13,Corrective,Medium
3247,330,2023-08-20,Preventive,High
3248,347,2023-07-24,Corrective,Low
3249,47,2022-01-26,Preventive,High
3250,237,2023-04-15,Corrective,Low
3251,420,2022-07-19,Inspection,Medium
3252,324,2022-05-28,Inspection,Medium
3253,117,2023-08-29,Corrective,Medium
3254,97,2022-08-12,Preventive,Low
3255,418,2022-09-05,Preventive,Low
3256,441,2023-09-08,Corrective,Medium
3257,440,2023-10-09,Preventive,High
3258,288,2023-05-31,Corrective,High
3259,394,2022-08-06,Preventive,High
3260,311,2023-10-25,Corrective,Medium
3261,86,2022-04-30,Inspection,High
3262,150,2023-07-11,Inspection,Medium
3263,497,2023-12-01,Corrective,Medium
3264,359,2023-03-26,Preventive,Low
3265,449,2022-01-14,Corrective,Medium
3266,199,2023-09-14,Inspection,Medium
3267,380,2022-08-28,Preventive,Low
3268,74,2022-10-31,Corrective,Medium
3269,476,2022-05-04,Preventive,Medium
3270,77,2022-10-03,Corrective,Medium
3271,463,2023-04-20,Preventive,Medium
3272,496,2023-05-08,Inspection,High
3273,376,2022-07-14,Corrective,Medium
3274,22,2022-06-15,Inspection,Medium
3275,92,2023-01-10,Corrective,Low
3276,498,2022-02-08,Corrective,Low
3277,239,2023-03-11,Preventive,Medium
3278,381,2023-06-25,Corrective,High
3279,392,2023-07-04,Inspection,Medium
3280,137,2022-09-06,Preventive,Medium
3281,481,2023-07-06,Preventive,Low
3282,322,2022-12-26,Corrective,Medium
3283,481,2022-08-05,Corrective,Medium
3284,207,2023-11-03,Corrective,Low
3285,432,2023-08-09,Preventive,Medium
3286,199,2023-11-05,Inspection,Low
3287,451,2023-03-21,Inspection,Medium
3288,248,2022-11-10,Inspection,High
3289,306,2023-10-14,Corrective,Medium
3290,116,2022-09-12,Inspection,Low
3291,209,2023-03-18,Inspection,High
3292,434,2022-03-07,Corrective,Low
3293,238,2022-09-06,Corrective,Medium
3294,37,2023-05-28,Preventive,Medium
3295,188,2022-03-14,Preventive,Medium
3296,104,2023-01-17,Inspection,Low
3297,2,2022-02-22,Preventive,Medium
3298,443,2023-11-13,Inspection,High
3299,53,2023-08-09,Inspection,Medium
3300,30,2023-07-11,Inspection,High
3301,126,2022-10-25,Corrective,Medium
3302,497,2023-11-08,Inspection,Low
3303,467,2022-02-18,Inspection,Low
3304,353,2023-01-02,Preventive,High
3305,204,2022-09-05,Preventive,Medium
3306,327,2022-10-22,Inspection,Medium
3307,34,2023-05-10,Corrective,Medium
3308,468,2023-01-16,Inspection,Low
3309,28,2023-04-14,Corrective,Low
3310,144,2023-04-16,Preventive,Low
3311,56,2022-02-28,Corrective,High
3312,303,2022-08-01,Preventive,Medium
3313,188,2022-02-03,Corrective,Medium
3314,114,2023-02-26,Preventive,Low
3315,104,2022-11-02,Inspection,Medium
3316,204,2022-09-07,Corrective,High
3317,71,2022-10-25,Preventive,High
3318,118,2023-07-11,Corrective,High
3319,374,2023-10-13,Corrective,Medium
3320,220,2022-06-26,Preventive,High
3321,404,2022-08-15,Preventive,High
3322,163,2023-02-16,Preventive,Low
3323,369,2022-12-31,Corrective,High
3324,257,2023-06-10,Corrective,High
3325,12,2022-11-19,Corrective,High
3326,498,2023-07-21,Preventive,High
3327,206,2022-06-18,Inspection,High
3328,276,2022-06-03,Preventive,Low
3329,216,2022-12-20,Preventive,Low
3330,373,2023-10-30,Preventive,High
3331,88,2022-11-29,Inspection,High
3332,390,2023-02-28,Corrective,High
3333,88,2023-07-26,Corrective,High
3334,116,2023-07-02,Inspection,Low
3335,202,2023-01-03,Inspection,High
3336,370,2022-04-23,Preventive,Medium
3337,222,2023-07-02,Preventive,Low
3338,451,2022-04-06,Preventive,Low
3339,481,2022-06-03,Preventive,Medium
3340,71,2023-04-22,Inspection,High
3341,192,2022-09-16,Inspection,Medium
3342,369,2022-07-14,Corrective,Low
3343,373,2022-01-20,Corrective,High
3344,367,2022-07-07,Inspection,High
3345,246,2023-09-18,Corrective,Low
3346,193,2022-12-15,Corrective,Low
3347,374,2023-05-27,Preventive,Low
3348,43,2023-02-19,Preventive,Low
3349,300,2022-02-17,Corrective,High
3350,308,2023-04-03,Preventive,Low
3351,58,2023-07-28,Inspection,High
3352,157,2022-09-05,Corrective,Medium
3353,41,2022-04-15,Preventive,Medium
3354,269,2022-09-10,Inspection,Low
3355,454,2023-07-10,Corrective,Medium
3356,353,2022-09-17,Corrective,Low
3357,4,2023-03-27,Preventive,Medium
3358,183,2023-10-27,Preventive,Medium
3359,100,2022-01-02,Preventive,Medium
3360,319,2022-02-14,Corrective,Low
3361,400,2023-07-12,Inspection,High
3362,384,2022-07-27,Preventive,Medium
3363,141,2022-03-31,Corrective,Medium
3364,471,2023-03-05,Preventive,Medium
3365,337,2023-05-04,Corrective,Low
3366,85,2023-08-21,Corrective,High
3367,94,2022-10-13,Preventive,High
3368,176,2022-04-21,Preventive,Low
3369,402,2023-10-06,Preventive,High
3370,415,2023-04-13,Preventive,Low
3371,447,2023-02-13,Corrective,High
3372,29,2023-07-07,Inspection,Medium
3373,272,2023-04-26,Inspection,High
3374,263,2023-02-16,Corrective,High
3375,387,2023-03-12,Preventive,High
3376,382,2023-08-06,Inspection,Medium
3377,232,2023-02-23,Inspection,Low
3378,384,2023-03-26,Inspection,Low
3379,396,2022-08-28,Inspection,Medium
3380,408,2022-03-29,Inspection,Low
3381,446,2022-06-01,Corrective,Low
3382,312,2023-11-29,Inspection,Low
3383,410,2023-08-31,Corrective,Low
3384,220,2022-01-22,Preventive,Low
3385,351,2022-10-04,Corrective,Medium
3386,265,2022-11-17,Preventive,High
3387,140,2023-03-02,Corrective,Low
3388,382,2022-05-22,Preventive,Low
3389,101,2022-04-12,Preventive,Medium
3390,484,2022-07-02,Preventive,Medium
3391,108,2022-08-08,Inspection,High
3392,360,2022-02-02,Corrective,High
3393,165,2023-08-13,Preventive,Low
3394,394,2022-08-06,Preventive,Medium
3395,9,2022-08-19,Preventive,Medium
3396,238,2022-05-23,Preventive,Low
3397,331,2022-09-09,Corrective,High
3398,353,2022-12-10,Corrective,Low
3399,227,2022-10-07,Preventive,Medium
3400,97,2022-01-10,Inspection,High
3401,375,2023-02-16,Corrective,Low
3402,363,2022-05-01,Preventive,High
3403,59,2023-07-21,Preventive,Low
3404,10,2023-09-16,Preventive,High
3405,260,2022-05-29,Inspection,High
3406,465,2022-04-24,Corrective,Low
3407,31,2022-11-18,Inspection,Low
3408,98,2022-08-10,Corrective,Low
3409,298,2022-01-21,Inspection,Medium
3410,178,2022-08-31,Corrective,Medium
3411,229,2022-12-03,Inspection,Low
3412,490,2022-02-23,Corrective,Low
3413,7,2023-08-05,Preventive,High
3414,102,2022-06-04,Inspection,Medium
3415,353,2023-10-20,Preventive,High
3416,392,2022-02-25,Inspection,Low
3417,299,2022-06-11,Inspection,High
3418,493,2022-04-23,Inspection,Low
3419,94,2022-02-20,Preventive,Low
3420,63,2022-08-12,Preventive,High
3421,72,2023-01-30,Preventive,Medium
3422,244,2022-08-10,Inspection,Medium
3423,465,2022-08-18,Inspection,Low
3424,358,2023-02-13,Inspection,High
3425,252,2022-07-13,Corrective,Medium
3426,391,2022-10-19,Preventive,Low
3427,24,2023-10-03,Inspection,Medium
3428,218,2023-09-19,Corrective,Low
3429,5,2022-09-08,Inspection,High
3430,212,2022-04-12,Inspection,Medium
3431,175,2022-10-07,Inspection,High
3432,133,2022-04-08,Preventive,Medium
3433,119,2022-06-09,Preventive,Low
3434,62,2023-10-18,Inspection,Low
3435,337,2023-01-30,Inspection,High
3436,294,2023-11-30,Corrective,Low
3437,141,2023-03-03,Corrective,Low
3438,275,2022-10-17,Corrective,High
3439,495,2022-08-13,Corrective,Medium
3440,149,2023-01-19,Corrective,Medium
3441,261,2022-07-13,Corrective,High
3442,260,2022-01-25,Preventive,Low
3443,53,2023-02-21,Inspection,Low
3444,496,2022-06-08,Preventive,Low
3445,496,2022-10-11,Inspection,Low
3446,334,2023-07-31,Inspection,High
3447,190,2023-01-10,Preventive,Medium
3448,418,2022-10-02,Preventive,Low
3449,106,2022-11-25,Inspection,Low
3450,28,2023-03-20,Inspection,Low
3451,280,2023-01-27,Preventive,Medium
3452,282,2022-11-27,Inspection,Medium
3453,46,2022-10-04,Corrective,High
3454,4,2022-09-04,Preventive,Medium
3455,89,2023-02-11,Preventive,Medium
3456,257,2022-05-05,Preventive,High
3457,459,2023-04-14,Corrective,High
3458,62,2022-10-23,Inspection,High
3459,210,2022-11-08,Corrective,High
3460,229,2023-04-11,Preventive,Medium
3461,431,2023-01-19,Inspection,High
3462,172,2022-01-28,Preventive,Low
3463,404,2023-11-10,Inspection,Medium
3464,275,2023-03-06,Inspection,Low
3465,243,2023-02-14,Preventive,High
3466,283,2022-06-13,Inspection,Low
3467,72,2022-07-18,Inspection,Medium
3468,373,2022-11-23,Preventive,Medium
3469,47,2023-09-20,Inspection,Medium
3470,345,2023-11-30,Inspection,Low
3471,156,2023-02-18,Corrective,High
3472,496,2023-08-09,Inspection,High
3473,11,2023-08-15,Preventive,Low
3474,26,2022-11-21,Preventive,High
3475,38,2023-02-15,Preventive,High
3476,401,2023-03-28,Preventive,Low
3477,276,2023-03-13,Inspection,Low
3478,184,2022-07-08,Corrective,Low
3479,3,2023-05-08,Corrective,Low
3480,117,2022-03-11,Inspection,Medium
3481,56,2023-06-23,Preventive,High
3482,67,2023-04-11,Corrective,High
3483,115,2022-12-07,Preventive,High
3484,311,2023-04-01,Corrective,Medium
3485,232,2023-11-22,Corrective,Low
3486,167,2023-08-22,Corrective,High
3487,51,2022-12-14,Preventive,Medium
3488,27,2022-10-05,Corrective,Medium
3489,366,2022-03-04,Corrective,High
3490,334,2022-11-20,Corrective,Medium
3491,412,2022-07-18,Inspection,Medium
3492,258,2022-11-27,Preventive,Medium
3493,435,2023-02-08,Corrective,Low
3494,483,2023-01-23,Preventive,Medium
3495,494,2022-06-08,Inspection,High
3496,281,2023-03-27,Inspection,Low
3497,19,2023-08-12,Preventive,Low
3498,168,2022-05-05,Corrective,Low
3499,128,2023-07-23,Corrective,Low
3500,90,2023-01-14,Corrective,Low
3501,33,2022-10-24,Corrective,High
3502,489,2023-10-26,Corrective,High
3503,185,2022-05-12,Corrective,High
3504,165,2022-12-31,Preventive,Low
3505,39,2023-02-10,Inspection,High
3506,163,2022-10-30,Corrective,High
3507,146,2022-02-07,Corrective,Low
3508,106,2023-10-20,Preventive,Medium
3509,383,2022-09-13,Corrective,Low
3510,479,2023-03-10,Preventive,High
3511,325,2023-11-28,Corrective,Medium
3512,355,2022-12-18,Corrective,Low
3513,403,2022-04-15,Corrective,Medium
3514,12,2023-11-04,Inspection,High
3515,281,2023-06-29,Preventive,Low
3516,389,2023-06-14,Corrective,High
3517,226,2023-02-15,Inspection,High
3518,133,2022-03-14,Preventive,Medium
3519,208,2023-01-07,Preventive,Medium
3520,59,2022-06-30,Inspection,High
3521,362,2023-08-30,Preventive,Low
3522,361,2023-07-13,Inspection,High
3523,40,2022-11-03,Corrective,Low
3524,162,2022-06-08,Corrective,High
3525,60,2022-03-18,Preventive,Medium
3526,471,2022-11-01,Corrective,Medium
3527,85,2023-01-21,Preventive,Medium
3528,46,2023-03-08,Preventive,High
3529,299,2023-02-19,Corrective,Medium
3530,113,2022-07-09,Corrective,Low
3531,252,2022-04-15,Preventive,Low
3532,223,2022-06-03,Preventive,Medium
3533,308,2022-05-28,Corrective,High
3534,305,2023-02-18,Preventive,Medium
3535,34,2022-01-30,Corrective,Low
3536,136,2023-11-19,Preventive,Medium
3537,356,2023-03-06,Inspection,Low
3538,440,2022-04-19,Corrective,Medium
3539,98,2022-06-28,Preventive,Medium
3540,421,2022-09-19,Inspection,Low
3541,103,2023-11-18,Preventive,High
3542,178,2022-09-28,Inspection,Medium
3543,84,2023-01-28,Corrective,Medium
3544,402,2022-05-02,Inspection,High
3545,402,2023-06-23,Corrective,Low
3546,443,2023-03-25,Corrective,High
3547,268,2022-08-12,Inspection,Medium
3548,132,2022-01-25,Preventive,Low
3549,79,2022-05-13,Inspection,High
3550,260,2022-10-01,Inspection,Medium
3551,379,2023-02-12,Preventive,Medium
3552,140,2022-08-11,Preventive,Medium
3553,206,2023-10-17,Preventive,High
3554,228,2022-05-24,Corrective,Medium
3555,5,2023-01-19,Preventive,Medium
3556,284,2022-08-17,Preventive,Low
3557,459,2023-06-12,Preventive,High
3558,302,2023-08-31,Preventive,Low
3559,337,2023-02-16,Preventive,Low
3560,421,2023-02-27,Corrective,Low
3561,66,2022-06-12,Preventive,Medium
3562,87,2022-07-06,Preventive,High
3563,67,2022-07-26,Corrective,High
3564,335,2023-01-18,Preventive,High
3565,226,2022-02-07,Inspection,Medium
3566,398,2023-09-29,Inspection,Medium
3567,62,2022-04-26,Corrective,Low
3568,303,2023-11-18,Preventive,High
3569,35,2022-07-02,Corrective,Medium
3570,498,2022-06-19,Preventive,Low
3571,318,2023-07-31,Inspection,Medium
3572,291,2023-10-02,Corrective,High
3573,137,2022-12-04,Preventive,High
3574,9,2023-07-12,Corrective,Low
3575,282,2022-04-22,Inspection,Low
3576,8,2023-10-17,Corrective,Medium
3577,109,2023-01-26,Inspection,Medium
3578,105,2023-02-05,Inspection,Low
3579,296,2022-08-02,Preventive,High
3580,454,2022-05-27,Inspection,Low
3581,135,2023-10-18,Preventive,Medium
3582,17,2022-05-16,Inspection,Medium
3583,90,2022-10-26,Inspection,High
3584,12,2022-10-14,Inspection,Low
3585,254,2023-05-13,Corrective,Low
3586,212,2023-11-01,Preventive,High
3587,315,2022-02-26,Inspection,Medium
3588,270,2022-04-23,Inspection,Medium
3589,216,2023-03-21,Corrective,Medium
3590,218,2023-03-17,Preventive,Medium
3591,383,2022-06-18,Inspection,High
3592,215,2022-02-09,Preventive,Low
3593,178,2023-02-19,Corrective,Low
3594,276,2022-03-17,Inspection,Medium
3595,295,2022-04-14,Preventive,Medium
3596,114,2022-05-06,Preventive,Low
3597,336,2022-04-24,Inspection,High
3598,436,2022-01-03,Inspection,High
3599,199,2023-02-19,Inspection,Low
3600,74,2023-06-17,Corrective,Low
3601,359,2023-05-27,Preventive,Low
3602,190,2022-02-18,Inspection,High
3603,320,2022-03-03,Corrective,High
3604,217,2023-09-12,Corrective,High
3605,131,2023-06-25,Preventive,Medium
3606,42,2023-02-07,Corrective,Medium
3607,407,2022-03-10,Corrective,High
3608,194,2023-03-28,Preventive,Medium
3609,297,2022-05-14,Preventive,High
3610,12,2022-05-29,Inspection,High
3611,389,2022-01-29,Preventive,Medium
3612,451,2022-04-11,Corrective,Medium
3613,371,2023-04-15,Preventive,High
3614,93,2022-09-23,Corrective,Low
3615,153,2023-10-29,Corrective,High
3616,258,2023-10-09,Preventive,High
3617,302,2022-10-06,Preventive,Medium
3618,468,2022-11-16,Inspection,Medium
3619,313,2022-06-19,Preventive,Low
3620,468,2023-05-13,Preventive,High
3621,207,2023-03-10,Corrective,Medium
3622,11,2022-02-02,Preventive,Medium
3623,248,2022-12-13,Preventive,Low
3624,209,2022-02-07,Preventive,Medium
3625,1,2022-09-30,Preventive,Low
3626,90,2022-01-26,Corrective,Medium
3627,352,2023-03-29,Corrective,Low
3628,21,2023-07-06,Preventive,Medium
3629,161,2023-02-19,Preventive,Low
3630,262,2023-03-08,Corrective,Low
3631,120,2022-10-27,Inspection,Medium
3632,493,2023-07-02,Corrective,Medium
3633,230,2023-05-31,Inspection,High
3634,462,2023-07-27,Preventive,High
3635,200,2023-09-20,Inspection,Medium
3636,327,2022-03-07,Preventive,High
3637,250,2022-10-15,Inspection,Low
3638,230,2022-06-14,Inspection,High
3639,174,2022-01-27,Corrective,High
3640,481,2023-02-12,Corrective,Low
3641,171,2022-01-22,Preventive,High
3642,276,2023-04-05,Corrective,High
3643,343,2022-06-24,Corrective,High
3644,58,2022-08-27,Preventive,High
3645,84,2023-10-26,Corrective,Low
3646,61,2022-06-08,Preventive,Low
3647,178,2023-11-10,Inspection,High
3648,249,2022-10-15,Corrective,Medium
3649,207,2022-03-31,Preventive,Medium
3650,253,2022-01-22,Preventive,Low
3651,456,2023-11-15,Preventive,Medium
3652,315,2022-07-11,Corrective,High
3653,41,2023-10-25,Preventive,Medium
3654,141,2023-02-25,Preventive,High
3655,415,2022-09-11,Preventive,Medium
3656,65,2022-02-01,Inspection,Low
3657,330,2022-12-28,Corrective,Low
3658,445,2022-06-20,Corrective,Low
3659,207,2022-12-26,Preventive,High
3660,484,2023-09-19,Inspection,Medium
3661,391,2023-11-23,Preventive,Low
3662,286,2023-08-07,Inspection,Medium
3663,354,2023-08-29,Corrective,Medium
3664,245,2022-01-12,Preventive,Medium
3665,500,2022-04-14,Corrective,Medium
3666,19,2022-05-19,Preventive,Medium
3667,333,2023-03-19,Corrective,Medium
3668,259,2022-02-16,Corrective,Medium
3669,498,2022-04-17,Inspection,Low
3670,209,2023-10-02,Inspection,Low
3671,402,2023-03-10,Preventive,High
3672,310,2023-06-07,Corrective,High
3673,236,2023-07-17,Preventive,High
3674,411,2023-08-09,Preventive,Low
3675,306,2022-03-29,Preventive,High
3676,132,2022-11-25,Inspection,High
3677,240,2023-01-24,Inspection,Low
3678,340,2022-12-07,Inspection,Low
3679,382,2022-01-25,Inspection,Medium
3680,445,2023-03-31,Inspection,Low
3681,326,2023-06-02,Preventive,Low
3682,106,2022-11-24,Inspection,High
3683,282,2022-08-12,Inspection,Medium
3684,290,2023-01-20,Preventive,Low
3685,428,2023-01-14,Preventive,High
3686,350,2022-05-19,Inspection,Medium
3687,379,2023-10-08,Preventive,Medium
3688,10,2023-07-15,Corrective,Low
3689,182,2022-06-12,Inspection,High
3690,177,2023-09-21,Corrective,Medium
3691,2,2022-12-13,Inspection,Low
3692,251,2023-05-12,Inspection,High
3693,448,2022-08-31,Corrective,High
3694,261,2022-01-14,Preventive,High
3695,158,2023-06-20,Inspection,Low
3696,379,2022-05-15,Inspection,Low
3697,69,2022-01-31,Corrective,High
3698,102,2023-09-25,Preventive,Medium
3699,34,2022-01-16,Inspection,High
3700,107,2023-04-05,Corrective,Medium
3701,225,2022-01-07,Corrective,Medium
3702,15,2022-04-28,Preventive,Medium
3703,206,2023-02-06,Inspection,High
3704,100,2022-07-08,Inspection,Low
3705,126,2022-12-19,Inspection,Low
3706,276,2022-04-21,Preventive,Low
3707,33,2022-07-15,Preventive,Medium
3708,100,2023-08-16,Corrective,Low
3709,368,2022-05-28,Corrective,Low
3710,288,2022-07-26,Inspection,Low
3711,181,2022-03-12,Corrective,High
3712,210,2023-02-21,Preventive,High
3713,231,2022-02-10,Preventive,Low
3714,413,2023-04-09,Corrective,Medium
3715,436,2022-01-31,Corrective,High
3716,209,2022-08-08,Corrective,Low
3717,31,2022-12-13,Inspection,Medium
3718,121,2023-02-05,Preventive,High
3719,434,2022-01-03,Inspection,Low
3720,77,2022-02-21,Inspection,Medium
3721,445,2023-05-23,Inspection,Medium
3722,326,2023-11-10,Corrective,High
3723,236,2023-05-15,Preventive,Medium
3724,227,2023-02-24,Preventive,Low
3725,252,2022-07-22,Corrective,Low
3726,240,2023-03-05,Corrective,Low
3727,355,2022-08-29,Corrective,High
3728,147,2023-04-10,Preventive,Medium
3729,100,2022-12-09,Inspection,High
3730,174,2023-11-06,Corrective,High
3731,294,2022-04-26,Corrective,Low
3732,165,2023-05-11,Preventive,Medium
3733,263,2023-05-21,Inspection,High
3734,435,2022-03-01,Corrective,Low
3735,63,2022-06-17,Inspection,Medium
3736,249,2023-11-06,Preventive,Medium
3737,363,2023-06-25,Preventive,Low
3738,185,2022-02-24,Inspection,High
3739,403,2022-03-21,Corrective,High
3740,186,2023-09-16,Preventive,Low
3741,48,2022-05-11,Inspection,High
3742,286,2023-08-07,Inspection,High
3743,379,2022-02-17,Corrective,Low
3744,312,2022-05-11,Corrective,High
3745,24,2023-07-21,Preventive,Medium
3746,51,2022-11-17,Preventive,Medium
3747,311,2022-04-20,Preventive,High
3748,137,2022-05-08,Corrective,Low
3749,201,2023-03-01,Inspection,Medium
3750,54,2023-04-17,Preventive,Medium
3751,323,2022-12-15,Inspection,Low
3752,66,2022-02-17,Preventive,Medium
3753,486,2023-09-30,Inspection,High
3754,175,2023-01-21,Preventive,Medium
3755,173,2023-11-12,Inspection,Low
3756,289,2023-10-12,Preventive,Medium
3757,196,2023-01-13,Preventive,Medium
3758,204,2023-03-19,Preventive,High
3759,163,2022-02-15,Corrective,Medium
3760,192,2023-03-23,Inspection,Low
3761,403,2022-12-04,Corrective,Low
3762,62,2022-10-20,Inspection,Low
3763,18,2023-11-07,Inspection,High
3764,413,2023-04-08,Corrective,Low
3765,122,2023-02-18,Preventive,Low
3766,369,2022-06-12,Inspection,High
3767,301,2023-05-06,Inspection,Low
3768,230,2022-08-28,Preventive,High
3769,132,2022-09-23,Inspection,Low
3770,235,2022-11-22,Preventive,Medium
3771,471,2023-09-09,Corrective,High
3772,102,2022-11-12,Inspection,Medium
3773,6,2022-05-06,Preventive,Low
3774,276,2022-08-16,Inspection,High
3775,498,2022-01-12,Corrective,Medium
3776,407,2023-07-07,Inspection,Medium
3777,122,2023-09-28,Inspection,Medium
3778,23,2022-04-04,Preventive,High
3779,120,2022-08-18,Corrective,High
3780,304,2022-04-19,Inspection,Low
3781,273,2023-09-16,Corrective,Low
3782,139,2022-12-28,Inspection,Low
3783,167,2023-10-11,Corrective,Medium
3784,246,2023-01-13,Inspection,Medium
3785,7,2023-11-19,Preventive,Medium
3786,136,2023-02-04,Inspection,Low
3787,14,2023-04-12,Inspection,Low
3788,18,2023-10-26,Preventive,Medium
3789,356,2022-09-06,Preventive,Medium
3790,336,2022-01-11,Corrective,Low
3791,486,2023-04-10,Corrective,High
3792,60,2022-07-15,Corrective,High
3793,347,2022-02-26,Preventive,Low
3794,455,2022-07-03,Preventive,Low
3795,35,2022-01-28,Corrective,Medium
3796,26,2022-07-08,Corrective,High
3797,187,2022-12-14,Preventive,Medium
3798,162,2023-09-22,Corrective,High
3799,233,2022-05-01,Corrective,Medium
3800,359,2023-03-22,Inspection,High
3801,475,2022-06-18,Preventive,Medium
3802,432,2022-12-26,Inspection,High
3803,361,2022-01-31,Inspection,High
3804,322,2023-03-23,Corrective,High
3805,352,2022-06-08,Inspection,Low
3806,410,2023-10-18,Preventive,Low
3807,59,2023-08-02,Corrective,Low
3808,167,2022-05-17,Corrective,Medium
3809,462,2023-08-31,Inspection,Medium
3810,33,2023-07-21,Inspection,Low
3811,332,2023-02-24,Corrective,High
3812,153,2022-09-08,Corrective,Low
3813,430,2022-07-02,Corrective,Medium
3814,245,2023-03-03,Inspection,Medium
3815,91,2023-05-24,Corrective,Medium
3816,279,2022-02-11,Inspection,Low
3817,74,2022-10-21,Inspection,Low
3818,98,2022-07-29,Preventive,Low
3819,469,2023-01-07,Inspection,High
3820,43,2022-11-18,Corrective,Low
3821,421,2023-06-21,Corrective,Medium
3822,258,2022-09-23,Preventive,Medium
3823,398,2023-01-06,Corrective,Medium
3824,197,2023-01-28,Corrective,Medium
3825,176,2023-04-23,Corrective,High
3826,311,2022-03-09,Corrective,Medium
3827,393,2022-11-17,Inspection,Low
3828,412,2022-04-21,Inspection,High
3829,461,2022-05-08,Corrective,Medium
3830,245,2022-02-19,Preventive,Medium
3831,307,2022-11-07,Preventive,High
3832,470,2023-09-22,Inspection,Medium
3833,380,2023-09-23,Inspection,High
3834,481,2022-09-28,Corrective,High
3835,289,2022-05-18,Inspection,High
3836,345,2022-02-08,Inspection,Medium
3837,238,2023-10-02,Corrective,Medium
3838,113,2022-07-10,Preventive,Medium
3839,251,2023-11-12,Inspection,High
3840,58,2023-01-21,Preventive,High
3841,282,2023-05-07,Inspection,Medium
3842,391,2022-08-02,Inspection,Medium
3843,128,2022-02-20,Corrective,High
3844,129,2023-11-13,Preventive,Low
3845,66,2023-03-25,Preventive,High
3846,448,2023-11-04,Inspection,Medium
3847,452,2023-04-10,Inspection,Low
3848,198,2022-03-22,Inspection,Medium
3849,7,2022-10-23,Corrective,Low
3850,208,2022-03-14,Preventive,High
3851,371,2023-03-31,Corrective,Medium
3852,463,2022-10-06,Corrective,Medium
3853,188,2023-08-24,Inspection,High
3854,225,2022-06-12,Preventive,Low
3855,83,2023-10-02,Preventive,High
3856,218,2022-03-28,Preventive,Low
3857,381,2022-04-30,Inspection,High
3858,331,2023-04-11,Corrective,Medium
3859,264,2022-05-30,Preventive,High
3860,191,2022-09-05,Corrective,Low
3861,46,2023-06-01,Preventive,Low
3862,128,2022-04-07,Corrective,Low
3863,249,2023-01-04,Inspection,Low
3864,319,2022-05-24,Corrective,High
3865,427,2023-02-25,Preventive,Medium
3866,173,2023-05-07,Inspection,Low
3867,300,2023-06-04,Preventive,Medium
3868,51,2023-06-02,Preventive,Low
3869,474,2023-09-01,Corrective,High
3870,10,2022-02-05,Preventive,Medium
3871,158,2022-09-07,Corrective,Medium
3872,203,2023-04-30,Corrective,High
3873,252,2022-07-27,Inspection,High
3874,382,2022-09-12,Inspection,Low
3875,262,2023-03-06,Corrective,High
3876,12,2023-03-30,Corrective,Low
3877,100,2023-05-15,Corrective,High
3878,15,2022-12-23,Inspection,Medium
3879,12,2023-09-11,Preventive,High
3880,240,2023-06-15,Preventive,Medium
3881,68,2022-12-16,Inspection,Low
3882,282,2022-12-20,Inspection,Low
3883,426,2022-08-28,Inspection,High
3884,407,2022-01-30,Preventive,Low
3885,272,2022-01-04,Corrective,High
3886,474,2023-08-17,Preventive,High
3887,371,2022-10-31,Inspection,Medium
3888,242,2023-07-02,Preventive,Medium
3889,445,2023-08-13,Preventive,High
3890,420,2022-07-13,Corrective,Medium
3891,149,2022-10-17,Inspection,Medium
3892,292,2023-11-04,Preventive,High
3893,309,2022-02-02,Preventive,Low
3894,463,2022-11-02,Inspection,Low
3895,317,2022-12-21,Corrective,Medium
3896,204,2023-08-06,Inspection,Low
3897,110,2022-01-18,Inspection,Low
3898,195,2022-07-13,Corrective,High
3899,354,2022-06-17,Corrective,High
3900,216,2023-05-13,Inspection,High
3901,188,2023-06-16,Preventive,Low
3902,336,2023-07-27,Preventive,High
3903,96,2023-06-04,Inspection,Medium
