cycle_id,asset_id,cycle_start,duration_minutes,load_percentage
29920,270,2022-01-21 11:00:00,307,79.6
29921,274,2022-01-13 04:00:00,536,67.7
29922,129,2022-01-25 07:00:00,335,52.9
29923,318,2022-01-25 07:00:00,574,43.3
29924,309,2022-01-06 05:00:00,564,82.6
29925,176,2022-01-01 09:00:00,593,71.1
29926,439,2022-01-28 16:00:00,552,27.5
29927,486,2022-01-27 00:00:00,18,25.1
29928,232,2022-01-15 04:00:00,303,97.6
29929,91,2022-01-12 16:00:00,278,79.6
29930,337,2022-01-08 18:00:00,217,25.4
29931,145,2022-01-20 13:00:00,38,42.4
29932,367,2022-01-19 14:00:00,221,66.4
29933,481,2022-01-14 19:00:00,345,36.2
29934,378,2022-01-11 21:00:00,398,85.4
29935,186,2022-01-22 21:00:00,575,81.0
29936,351,2022-01-07 07:00:00,361,25.9
29937,210,2022-01-10 00:00:00,60,31.4
29938,464,2022-01-04 09:00:00,124,77.8
29939,82,2022-01-18 08:00:00,175,22.4
29940,286,2022-01-11 17:00:00,265,69.6
29941,424,2022-01-01 15:00:00,492,43.7
29942,354,2022-01-04 15:00:00,350,36.0
29943,439,2022-01-12 16:00:00,351,37.3
29944,274,2022-01-27 10:00:00,332,84.8
29945,406,2022-01-29 03:00:00,141,34.1
29946,340,2022-01-17 07:00:00,340,82.3
29947,339,2022-01-14 01:00:00,62,71.1
29948,325,2022-01-14 13:00:00,167,27.5
29949,258,2022-01-13 09:00:00,467,61.7
29950,490,2022-01-05 15:00:00,247,70.4
29951,80,2022-01-06 04:00:00,86,32.2
29952,393,2022-01-12 17:00:00,324,85.7
29953,7,2022-01-16 09:00:00,20,99.2
29954,434,2022-01-06 06:00:00,371,64.9
29955,68,2022-01-08 17:00:00,547,59.9
29956,221,2022-01-06 10:00:00,26,74.0
29957,8,2022-01-22 20:00:00,549,89.3
29958,196,2022-01-22 16:00:00,159,58.6
29959,260,2022-01-03 13:00:00,97,70.8
29960,27,2022-01-06 23:00:00,560,55.2
29961,309,2022-01-22 09:00:00,441,65.9
29962,373,2022-01-18 07:00:00,526,33.0
29963,180,2022-01-26 06:00:00,580,99.3
29964,124,2022-01-14 21:00:00,297,66.7
29965,377,2022-01-21 23:00:00,368,51.0
29966,392,2022-01-12 20:00:00,37,92.3
29967,128,2022-01-17 11:00:00,314,74.3
29968,91,2022-01-29 07:00:00,122,78.7
29969,31,2022-01-16 23:00:00,177,96.8
29970,492,2022-01-04 15:00:00,481,86.9
29971,217,2022-01-29 22:00:00,334,46.7
29972,172,2022-01-09 22:00:00,460,62.1
29973,83,2022-01-04 05:00:00,543,76.6
29974,110,2022-01-17 07:00:00,532,70.0
29975,97,2022-01-04 17:00:00,25,93.4
29976,170,2022-01-13 04:00:00,463,94.7
29977,223,2022-01-15 14:00:00,522,67.8
29978,54,2022-01-18 04:00:00,127,91.2
29979,167,2022-01-14 04:00:00,450,67.3
29980,396,2022-01-26 00:00:00,557,75.1
29981,108,2022-01-14 06:00:00,420,93.6
29982,298,2022-01-24 03:00:00,139,50.7
29983,418,2022-01-02 19:00:00,576,40.1
29984,288,2022-01-07 18:00:00,220,73.8
29985,468,2022-01-07 23:00:00,42,80.0
29986,20,2022-01-11 00:00:00,395,20.1
29987,345,2022-01-01 23:00:00,124,98.2
29988,428,2022-01-25 11:00:00,232,84.0
29989,371,2022-01-01 21:00:00,277,76.6
29990,458,2022-01-13 08:00:00,223,54.5
29991,240,2022-01-11 16:00:00,361,71.4
29992,260,2022-01-19 18:00:00,358,68.6
29993,126,2022-01-02 05:00:00,116,80.3
29994,146,2022-01-24 14:00:00,53,26.7
29995,335,2022-01-02 07:00:00,251,97.3
29996,346,2022-01-26 08:00:00,136,60.2
29997,166,2022-01-29 01:00:00,248,81.4
29998,155,2022-01-01 23:00:00,127,29.4
29999,205,2022-01-12 04:00:00,393,64.3
30000,288,2022-01-09 15:00:00,329,31.9
30001,133,2022-01-11 08:00:00,128,69.5
30002,286,2022-01-05 15:00:00,464,98.1
30003,185,2022-01-10 02:00:00,444,42.8
30004,497,2022-01-05 17:00:00,142,42.5
30005,467,2022-01-02 19:00:00,512,81.9
30006,81,2022-01-17 14:00:00,207,44.9
30007,449,2022-01-21 01:00:00,512,68.3
30008,1,2022-01-04 20:00:00,252,76.2
30009,248,2022-01-28 23:00:00,97,26.3
30010,165,2022-01-11 03:00:00,39,87.3
30011,279,2022-01-19 08:00:00,117,21.1
30012,151,2022-01-27 20:00:00,499,76.0
30013,26,2022-01-14 12:00:00,124,33.2
30014,393,2022-01-10 10:00:00,78,50.4
30015,56,2022-01-21 23:00:00,504,89.1
30016,172,2022-01-03 16:00:00,329,20.4
30017,395,2022-01-28 11:00:00,295,61.1
30018,405,2022-01-27 09:00:00,390,35.0
30019,161,2022-01-26 12:00:00,486,53.8
30020,84,2022-01-10 07:00:00,131,36.5
30021,260,2022-01-21 04:00:00,303,38.9
30022,90,2022-01-29 11:00:00,150,99.9
30023,228,2022-01-16 20:00:00,93,51.9
30024,406,2022-01-18 20:00:00,506,71.7
30025,24,2022-01-04 01:00:00,343,92.9
30026,385,2022-01-15 12:00:00,408,24.4
30027,350,2022-01-24 14:00:00,93,82.0
30028,496,2022-01-24 14:00:00,317,99.6
30029,175,2022-01-16 18:00:00,25,24.6
30030,358,2022-01-29 10:00:00,386,96.4
30031,43,2022-01-29 06:00:00,492,92.5
30032,344,2022-01-04 18:00:00,535,26.9
30033,305,2022-01-22 09:00:00,295,57.3
30034,268,2022-01-08 21:00:00,382,53.7
30035,499,2022-01-06 22:00:00,586,35.6
30036,200,2022-01-12 19:00:00,452,43.9
30037,449,2022-01-15 02:00:00,137,46.6
30038,92,2022-01-29 18:00:00,75,69.9
30039,258,2022-01-12 11:00:00,179,48.0
30040,446,2022-01-28 04:00:00,374,22.8
30041,169,2022-01-29 08:00:00,86,89.1
30042,359,2022-01-12 18:00:00,152,45.4
30043,33,2022-01-10 18:00:00,439,98.6
30044,173,2022-01-13 20:00:00,314,48.5
30045,64,2022-01-28 19:00:00,347,48.0
30046,156,2022-01-26 07:00:00,176,69.2
30047,392,2022-01-21 09:00:00,508,83.2
30048,28,2022-01-16 00:00:00,409,90.1
30049,137,2022-01-19 18:00:00,565,55.4
30050,371,2022-01-13 22:00:00,118,32.5
30051,500,2022-01-21 11:00:00,262,79.5
30052,337,2022-01-07 15:00:00,372,94.6
30053,158,2022-01-27 12:00:00,506,49.3
30054,177,2022-01-20 02:00:00,197,69.7
30055,312,2022-01-09 23:00:00,206,74.0
30056,170,2022-01-16 07:00:00,344,47.1
30057,176,2022-01-11 04:00:00,251,92.1
30058,27,2022-01-01 17:00:00,354,40.8
30059,225,2022-01-04 23:00:00,293,57.5
30060,364,2022-01-06 03:00:00,316,28.9
30061,400,2022-01-19 22:00:00,224,99.8
30062,347,2022-01-14 08:00:00,562,98.2
30063,389,2022-01-12 00:00:00,553,49.5
30064,464,2022-01-14 14:00:00,120,24.2
30065,76,2022-01-13 07:00:00,482,56.3
30066,421,2022-01-10 00:00:00,117,81.8
30067,231,2022-01-06 11:00:00,187,57.4
30068,283,2022-01-12 23:00:00,192,31.7
30069,395,2022-01-15 20:00:00,152,31.4
30070,310,2022-01-03 20:00:00,217,52.1
30071,451,2022-01-20 03:00:00,153,21.8
30072,203,2022-01-27 10:00:00,263,71.4
30073,440,2022-01-12 07:00:00,453,97.8
30074,201,2022-01-04 20:00:00,535,30.0
30075,342,2022-01-23 20:00:00,346,25.2
30076,470,2022-01-02 18:00:00,171,47.3
30077,315,2022-01-11 23:00:00,75,58.5
30078,140,2022-01-11 23:00:00,355,90.1
30079,405,2022-01-04 07:00:00,540,93.3
30080,95,2022-01-05 23:00:00,236,81.7
30081,286,2022-01-17 14:00:00,220,86.7
30082,199,2022-01-20 00:00:00,246,74.9
30083,475,2022-01-20 00:00:00,314,100.0
30084,87,2022-01-06 02:00:00,98,87.2
30085,494,2022-01-18 17:00:00,327,80.2
30086,92,2022-01-10 00:00:00,166,33.0
30087,445,2022-01-29 12:00:00,389,61.0
30088,133,2022-01-03 10:00:00,389,51.5
30089,135,2022-01-06 12:00:00,179,21.9
30090,144,2022-01-24 13:00:00,246,44.1
30091,73,2022-01-17 00:00:00,48,76.4
30092,440,2022-01-18 15:00:00,455,21.8
30093,269,2022-01-28 16:00:00,156,61.9
30094,125,2022-01-08 04:00:00,354,31.3
30095,86,2022-01-20 21:00:00,234,42.8
30096,111,2022-01-10 18:00:00,10,37.0
30097,240,2022-01-15 13:00:00,254,81.6
30098,301,2022-01-27 00:00:00,341,71.8
30099,272,2022-01-16 20:00:00,199,67.5
30100,191,2022-01-01 15:00:00,266,57.5
30101,213,2022-01-16 07:00:00,592,70.3
30102,234,2022-01-22 02:00:00,97,42.8
30103,8,2022-01-18 21:00:00,432,89.9
30104,36,2022-01-15 13:00:00,511,56.0
30105,231,2022-01-26 10:00:00,574,51.5
30106,495,2022-01-06 01:00:00,48,67.9
30107,406,2022-01-06 14:00:00,128,56.2
30108,68,2022-01-26 03:00:00,309,35.1
30109,490,2022-01-26 15:00:00,387,29.3
30110,229,2022-01-20 00:00:00,223,28.8
30111,304,2022-01-25 03:00:00,305,97.5
30112,250,2022-01-03 14:00:00,203,26.2
30113,325,2022-01-06 17:00:00,281,45.2
30114,462,2022-01-20 02:00:00,297,88.5
30115,199,2022-01-19 07:00:00,436,97.8
30116,179,2022-01-03 17:00:00,89,73.1
30117,364,2022-01-26 13:00:00,117,99.8
30118,297,2022-01-20 06:00:00,225,75.3
30119,63,2022-01-22 00:00:00,495,34.9
30120,363,2022-01-15 10:00:00,435,67.4
30121,150,2022-01-08 04:00:00,101,64.9
30122,296,2022-01-13 02:00:00,523,75.8
30123,50,2022-01-25 01:00:00,143,51.5
30124,173,2022-01-09 10:00:00,369,73.5
30125,187,2022-01-21 17:00:00,17,65.0
30126,420,2022-01-16 21:00:00,409,49.2
30127,75,2022-01-15 07:00:00,218,28.7
30128,320,2022-01-09 23:00:00,215,56.8
30129,444,2022-01-01 15:00:00,263,52.8
30130,368,2022-01-13 11:00:00,171,52.1
30131,372,2022-01-26 20:00:00,441,54.7
30132,197,2022-01-19 04:00:00,91,77.5
30133,432,2022-01-22 18:00:00,581,95.5
30134,218,2022-01-29 08:00:00,122,53.5
30135,435,2022-01-18 16:00:00,236,62.9
30136,70,2022-01-02 19:00:00,126,86.7
30137,137,2022-01-29 20:00:00,370,58.2
30138,480,2022-01-16 20:00:00,271,46.8
30139,399,2022-01-28 10:00:00,318,27.5
30140,21,2022-01-06 18:00:00,38,82.2
30141,235,2022-01-01 02:00:00,180,73.2
30142,490,2022-01-05 02:00:00,321,84.6
30143,211,2022-01-10 22:00:00,250,73.6
30144,270,2022-01-10 01:00:00,438,37.2
30145,241,2022-01-08 17:00:00,124,34.1
30146,56,2022-01-16 10:00:00,533,58.8
30147,45,2022-01-06 16:00:00,204,97.0
30148,484,2022-01-01 03:00:00,15,61.6
30149,224,2022-01-24 02:00:00,365,78.9
30150,248,2022-01-05 22:00:00,169,47.8
30151,199,2022-01-22 15:00:00,203,65.0
30152,302,2022-01-02 14:00:00,549,48.6
30153,453,2022-01-26 06:00:00,574,56.3
30154,446,2022-01-15 07:00:00,47,86.5
30155,31,2022-01-04 11:00:00,314,94.5
30156,106,2022-01-12 18:00:00,142,35.9
30157,244,2022-01-16 18:00:00,412,53.4
30158,500,2022-01-28 06:00:00,562,76.0
30159,487,2022-01-10 06:00:00,58,79.8
30160,106,2022-01-15 03:00:00,342,71.1
30161,181,2022-01-08 13:00:00,425,71.7
30162,153,2022-01-03 18:00:00,547,38.3
30163,56,2022-01-11 08:00:00,592,33.7
30164,123,2022-01-04 06:00:00,467,62.6
30165,420,2022-01-12 08:00:00,176,44.5
30166,80,2022-01-20 08:00:00,183,36.4
30167,125,2022-01-06 11:00:00,502,94.3
30168,128,2022-01-07 01:00:00,551,39.2
30169,4,2022-01-17 09:00:00,315,97.3
30170,4,2022-01-23 20:00:00,525,60.9
30171,145,2022-01-26 07:00:00,205,91.5
30172,207,2022-01-08 01:00:00,443,90.2
30173,375,2022-01-07 02:00:00,491,29.9
30174,121,2022-01-27 14:00:00,466,84.1
30175,151,2022-01-11 21:00:00,399,45.6
30176,154,2022-01-01 03:00:00,94,51.8
30177,13,2022-01-13 10:00:00,376,50.5
30178,163,2022-01-11 11:00:00,273,87.5
30179,270,2022-01-09 09:00:00,209,77.9
30180,486,2022-01-26 17:00:00,185,44.7
30181,97,2022-01-07 02:00:00,291,73.3
30182,178,2022-01-02 05:00:00,459,88.8
30183,385,2022-01-02 07:00:00,462,64.9
30184,376,2022-01-07 03:00:00,395,41.1
30185,74,2022-01-11 16:00:00,47,39.3
30186,301,2022-01-25 20:00:00,122,93.0
30187,420,2022-01-27 18:00:00,477,70.9
30188,494,2022-01-09 13:00:00,156,38.0
30189,43,2022-01-15 13:00:00,58,53.7
30190,227,2022-01-21 21:00:00,289,87.5
30191,420,2022-01-23 08:00:00,431,96.0
30192,182,2022-01-02 01:00:00,489,88.0
30193,264,2022-01-11 09:00:00,556,58.8
30194,140,2022-01-07 11:00:00,257,48.4
30195,395,2022-01-25 09:00:00,295,38.7
30196,185,2022-01-15 15:00:00,590,95.5
30197,78,2022-01-20 08:00:00,389,32.2
30198,375,2022-01-13 03:00:00,179,94.1
30199,380,2022-01-11 05:00:00,420,93.0
30200,16,2022-01-28 12:00:00,598,49.7
30201,424,2022-01-07 08:00:00,243,44.9
30202,6,2022-01-23 02:00:00,168,92.6
30203,266,2022-01-03 23:00:00,265,35.7
30204,288,2022-01-24 01:00:00,412,20.1
30205,49,2022-01-18 16:00:00,508,93.9
30206,114,2022-01-10 21:00:00,49,55.0
30207,478,2022-01-10 03:00:00,19,93.2
30208,430,2022-01-11 20:00:00,502,86.8
30209,208,2022-01-20 09:00:00,526,74.8
30210,136,2022-01-23 01:00:00,185,49.3
30211,293,2022-01-19 11:00:00,200,59.6
30212,317,2022-01-17 02:00:00,496,39.8
30213,234,2022-01-09 00:00:00,284,68.0
30214,211,2022-01-21 20:00:00,149,42.0
30215,312,2022-01-22 04:00:00,344,90.8
30216,354,2022-01-19 23:00:00,92,99.9
30217,264,2022-01-06 05:00:00,381,48.5
30218,221,2022-01-13 01:00:00,495,58.9
30219,120,2022-01-13 13:00:00,227,58.0
30220,491,2022-01-13 12:00:00,44,70.7
30221,345,2022-01-01 22:00:00,47,58.6
30222,273,2022-01-04 08:00:00,463,30.9
30223,125,2022-01-26 13:00:00,527,42.0
30224,206,2022-01-22 13:00:00,459,23.2
30225,252,2022-01-21 19:00:00,373,61.7
30226,89,2022-01-19 18:00:00,458,55.7
30227,361,2022-01-05 13:00:00,317,41.4
30228,425,2022-01-05 20:00:00,448,58.6
30229,97,2022-01-05 04:00:00,444,47.8
30230,31,2022-01-03 05:00:00,49,86.4
30231,101,2022-01-22 16:00:00,166,53.2
30232,420,2022-01-08 20:00:00,317,30.3
30233,81,2022-01-26 21:00:00,402,25.3
30234,190,2022-01-04 21:00:00,568,97.5
30235,474,2022-01-08 23:00:00,228,71.8
30236,406,2022-01-08 22:00:00,348,79.2
30237,363,2022-01-24 22:00:00,393,98.1
30238,382,2022-01-24 12:00:00,254,93.5
30239,49,2022-01-19 17:00:00,240,34.6
30240,368,2022-01-11 01:00:00,241,55.1
30241,150,2022-01-14 04:00:00,63,83.0
30242,32,2022-01-06 20:00:00,23,56.2
30243,454,2022-01-13 16:00:00,149,39.7
30244,232,2022-01-14 02:00:00,136,91.7
30245,202,2022-01-13 08:00:00,504,68.2
30246,339,2022-01-27 15:00:00,160,87.6
30247,311,2022-01-09 20:00:00,393,43.4
30248,96,2022-01-19 04:00:00,300,79.5
30249,333,2022-01-11 17:00:00,545,45.8
30250,191,2022-01-23 22:00:00,225,62.1
30251,60,2022-01-27 03:00:00,364,31.9
30252,277,2022-01-27 15:00:00,90,97.9
30253,67,2022-01-03 16:00:00,247,84.5
30254,205,2022-01-11 00:00:00,419,50.1
30255,283,2022-01-18 12:00:00,48,85.9
30256,242,2022-01-09 20:00:00,420,65.5
30257,269,2022-01-11 09:00:00,404,35.4
30258,46,2022-01-30 02:00:00,269,80.3
30259,493,2022-01-19 21:00:00,199,52.0
30260,225,2022-01-11 10:00:00,385,38.9
30261,45,2022-01-19 11:00:00,259,45.1
30262,377,2022-01-16 16:00:00,432,72.8
30263,397,2022-01-23 07:00:00,563,69.7
30264,226,2022-01-01 14:00:00,467,65.3
30265,137,2022-01-18 03:00:00,344,99.8
30266,285,2022-01-21 03:00:00,384,76.0
30267,34,2022-01-06 06:00:00,409,29.2
30268,368,2022-01-18 16:00:00,476,36.8
30269,167,2022-01-13 03:00:00,127,69.4
30270,174,2022-01-23 17:00:00,537,23.8
30271,275,2022-01-29 05:00:00,153,61.4
30272,268,2022-01-01 17:00:00,235,25.3
30273,24,2022-01-10 18:00:00,441,29.9
30274,121,2022-01-07 08:00:00,517,61.9
30275,421,2022-01-14 07:00:00,117,67.6
30276,446,2022-01-24 18:00:00,516,60.6
30277,484,2022-01-17 13:00:00,484,68.1
30278,223,2022-01-15 20:00:00,37,80.8
30279,327,2022-01-27 17:00:00,380,82.9
30280,58,2022-01-18 05:00:00,125,33.9
30281,31,2022-01-02 17:00:00,578,74.1
30282,13,2022-01-27 11:00:00,136,55.6
30283,19,2022-01-05 11:00:00,284,81.6
30284,8,2022-01-05 06:00:00,391,32.6
30285,156,2022-01-17 03:00:00,193,54.6
30286,26,2022-01-23 18:00:00,102,96.3
30287,177,2022-01-22 07:00:00,85,50.0
30288,51,2022-01-26 20:00:00,388,53.6
30289,81,2022-01-03 04:00:00,293,90.2
30290,254,2022-01-15 12:00:00,478,21.5
30291,331,2022-01-12 15:00:00,78,74.5
30292,264,2022-01-10 21:00:00,432,71.2
30293,223,2022-01-03 10:00:00,474,34.1
30294,142,2022-01-19 04:00:00,41,76.1
30295,123,2022-01-08 15:00:00,35,31.6
30296,426,2022-01-16 13:00:00,132,93.9
30297,473,2022-01-01 18:00:00,119,89.3
30298,162,2022-01-02 07:00:00,315,96.8
30299,52,2022-01-20 21:00:00,555,87.0
30300,287,2022-01-05 11:00:00,314,76.3
30301,435,2022-01-04 08:00:00,527,45.0
30302,318,2022-01-26 17:00:00,224,46.1
30303,490,2022-01-09 18:00:00,176,23.8
30304,384,2022-01-01 22:00:00,16,61.8
30305,288,2022-01-08 16:00:00,352,47.4
30306,223,2022-01-19 19:00:00,365,20.9
30307,34,2022-01-10 19:00:00,390,50.9
30308,401,2022-01-29 21:00:00,395,27.0
30309,272,2022-01-18 05:00:00,211,40.0
30310,125,2022-01-10 19:00:00,14,31.2
30311,473,2022-01-03 15:00:00,310,61.8
30312,66,2022-01-14 15:00:00,112,60.9
30313,118,2022-01-21 02:00:00,141,83.3
30314,357,2022-01-12 12:00:00,341,26.2
30315,407,2022-01-19 01:00:00,435,22.3
30316,102,2022-01-20 19:00:00,123,80.7
30317,89,2022-01-09 05:00:00,102,29.5
30318,261,2022-01-09 00:00:00,439,72.5
30319,434,2022-01-07 05:00:00,35,33.9
30320,2,2022-01-24 22:00:00,544,51.3
30321,110,2022-01-07 17:00:00,558,63.4
30322,471,2022-01-29 01:00:00,163,67.6
30323,324,2022-01-03 01:00:00,125,31.9
30324,168,2022-01-08 17:00:00,189,25.1
30325,496,2022-01-01 10:00:00,557,74.7
30326,232,2022-01-10 11:00:00,491,77.2
30327,452,2022-01-09 04:00:00,400,82.8
30328,119,2022-01-01 17:00:00,51,43.4
30329,125,2022-01-05 11:00:00,401,21.2
30330,81,2022-01-17 04:00:00,346,55.7
30331,147,2022-01-24 15:00:00,129,92.2
30332,420,2022-01-04 01:00:00,138,31.6
30333,365,2022-01-27 07:00:00,339,47.3
30334,153,2022-01-27 01:00:00,72,90.2
30335,136,2022-01-14 01:00:00,412,90.9
30336,375,2022-01-03 14:00:00,554,36.0
30337,12,2022-01-08 19:00:00,511,47.8
30338,332,2022-01-15 06:00:00,325,77.4
30339,463,2022-01-20 08:00:00,189,23.3
30340,66,2022-01-07 16:00:00,350,45.0
30341,278,2022-01-08 09:00:00,194,64.0
30342,298,2022-01-22 13:00:00,435,69.8
30343,27,2022-01-04 10:00:00,118,66.1
30344,100,2022-01-04 02:00:00,589,99.7
30345,281,2022-01-25 21:00:00,248,36.8
30346,395,2022-01-19 20:00:00,428,36.8
30347,460,2022-01-15 11:00:00,403,21.5
30348,217,2022-01-24 14:00:00,475,56.8
30349,79,2022-01-26 08:00:00,345,86.1
30350,432,2022-01-26 05:00:00,172,65.4
30351,75,2022-01-20 13:00:00,477,78.9
30352,56,2022-01-02 02:00:00,279,22.3
30353,346,2022-01-05 22:00:00,288,62.3
30354,498,2022-01-04 01:00:00,230,87.0
30355,351,2022-01-16 10:00:00,261,53.1
30356,386,2022-01-11 03:00:00,321,83.1
30357,238,2022-01-13 17:00:00,451,63.2
30358,411,2022-01-11 02:00:00,11,68.5
30359,239,2022-01-06 17:00:00,384,51.1
30360,231,2022-01-11 12:00:00,475,32.5
30361,393,2022-01-09 03:00:00,375,68.6
30362,319,2022-01-20 20:00:00,541,50.3
30363,307,2022-01-24 06:00:00,60,58.3
30364,126,2022-01-20 13:00:00,498,95.2
30365,389,2022-01-27 18:00:00,77,95.6
30366,489,2022-01-24 06:00:00,28,53.0
30367,341,2022-01-08 09:00:00,36,29.8
30368,263,2022-01-24 18:00:00,112,59.1
30369,427,2022-01-26 10:00:00,499,24.0
30370,341,2022-01-16 04:00:00,141,72.7
30371,337,2022-01-02 15:00:00,278,66.5
30372,308,2022-01-09 05:00:00,543,51.7
30373,307,2022-01-11 17:00:00,514,69.4
30374,208,2022-01-21 20:00:00,89,70.9
30375,53,2022-01-08 08:00:00,278,94.0
30376,116,2022-01-22 19:00:00,58,77.3
30377,171,2022-01-26 16:00:00,420,46.5
30378,182,2022-01-01 05:00:00,573,50.9
30379,426,2022-01-03 20:00:00,218,78.9
30380,179,2022-01-16 03:00:00,162,91.7
30381,269,2022-01-21 17:00:00,444,71.3
30382,181,2022-01-26 21:00:00,181,40.4
30383,105,2022-01-14 04:00:00,599,36.8
30384,253,2022-01-19 06:00:00,333,98.2
30385,222,2022-01-14 15:00:00,108,46.9
30386,306,2022-01-14 22:00:00,227,91.8
30387,101,2022-01-24 21:00:00,305,45.6
30388,305,2022-01-14 17:00:00,535,52.1
30389,380,2022-01-21 00:00:00,472,84.7
30390,434,2022-01-17 16:00:00,75,50.4
30391,470,2022-01-30 02:00:00,127,62.0
30392,24,2022-01-13 07:00:00,355,44.2
30393,445,2022-01-26 12:00:00,376,46.0
30394,141,2022-01-25 07:00:00,368,29.7
30395,241,2022-01-25 05:00:00,245,56.8
30396,186,2022-01-05 00:00:00,102,68.0
30397,241,2022-01-15 14:00:00,567,91.7
30398,153,2022-01-03 18:00:00,157,53.3
30399,145,2022-01-18 08:00:00,552,63.1
30400,461,2022-01-14 00:00:00,105,77.6
30401,444,2022-01-22 18:00:00,238,43.4
30402,230,2022-01-27 13:00:00,451,82.5
30403,107,2022-01-20 13:00:00,33,63.2
30404,126,2022-01-03 21:00:00,210,32.3
30405,53,2022-01-28 22:00:00,560,51.2
30406,37,2022-01-17 06:00:00,204,79.4
30407,395,2022-01-25 10:00:00,62,31.2
30408,237,2022-01-15 00:00:00,364,42.6
30409,44,2022-01-03 18:00:00,433,93.2
30410,144,2022-01-26 08:00:00,514,64.6
30411,465,2022-01-08 22:00:00,422,98.6
30412,8,2022-01-26 04:00:00,73,41.0
30413,54,2022-01-20 05:00:00,583,25.7
30414,419,2022-01-04 05:00:00,313,99.1
30415,82,2022-01-15 11:00:00,277,91.8
30416,18,2022-01-15 11:00:00,553,71.1
30417,156,2022-01-23 19:00:00,521,92.7
30418,486,2022-01-01 16:00:00,440,76.3
30419,161,2022-01-20 01:00:00,79,42.7
30420,323,2022-01-28 11:00:00,436,53.0
30421,334,2022-01-27 14:00:00,188,42.4
30422,357,2022-01-20 07:00:00,94,25.4
30423,164,2022-01-18 20:00:00,440,88.5
30424,387,2022-01-22 15:00:00,571,96.0
30425,374,2022-01-05 04:00:00,518,74.8
30426,101,2022-01-15 13:00:00,504,84.5
30427,465,2022-01-06 00:00:00,91,99.8
30428,394,2022-01-06 23:00:00,368,95.3
30429,224,2022-01-19 09:00:00,505,62.6
30430,451,2022-01-08 14:00:00,494,86.6
30431,51,2022-01-09 08:00:00,467,58.6
30432,3,2022-01-22 22:00:00,203,68.9
30433,357,2022-01-08 11:00:00,191,20.2
30434,16,2022-01-06 08:00:00,442,71.7
30435,118,2022-01-06 09:00:00,129,51.7
30436,361,2022-01-20 16:00:00,243,56.3
30437,265,2022-01-23 23:00:00,445,53.3
30438,438,2022-01-18 20:00:00,154,99.9
30439,444,2022-01-07 20:00:00,504,34.9
30440,254,2022-01-28 03:00:00,140,67.0
30441,56,2022-01-22 00:00:00,452,97.9
30442,437,2022-01-26 11:00:00,174,86.4
30443,268,2022-01-26 12:00:00,135,51.0
30444,113,2022-01-27 07:00:00,325,86.2
30445,155,2022-01-25 00:00:00,140,73.4
30446,153,2022-01-24 07:00:00,583,39.0
30447,402,2022-01-21 13:00:00,55,75.2
30448,175,2022-01-29 12:00:00,100,72.8
30449,458,2022-01-11 08:00:00,228,70.1
30450,356,2022-01-06 16:00:00,69,97.1
30451,412,2022-01-08 22:00:00,48,37.4
30452,275,2022-01-12 01:00:00,352,47.8
30453,262,2022-01-26 23:00:00,324,88.3
30454,234,2022-01-23 10:00:00,127,24.2
30455,260,2022-01-15 12:00:00,129,39.4
30456,444,2022-01-28 14:00:00,351,94.6
30457,312,2022-01-18 12:00:00,597,54.9
30458,43,2022-01-19 18:00:00,474,66.4
30459,268,2022-01-12 18:00:00,599,87.4
30460,471,2022-01-18 10:00:00,288,70.3
30461,104,2022-01-08 01:00:00,179,25.6
30462,203,2022-01-01 03:00:00,54,62.8
30463,328,2022-01-22 07:00:00,188,87.1
30464,363,2022-01-20 16:00:00,584,99.5
30465,459,2022-01-27 19:00:00,451,72.4
30466,75,2022-01-12 09:00:00,253,69.9
30467,308,2022-01-04 23:00:00,438,87.2
30468,16,2022-01-24 20:00:00,580,24.3
30469,66,2022-01-14 13:00:00,198,71.5
30470,142,2022-01-02 18:00:00,120,86.8
30471,320,2022-01-23 12:00:00,333,40.7
30472,405,2022-01-18 01:00:00,299,37.6
30473,415,2022-01-16 05:00:00,153,65.1
30474,466,2022-01-30 01:00:00,566,25.9
30475,470,2022-01-11 20:00:00,518,30.2
30476,427,2022-01-14 08:00:00,404,86.6
30477,163,2022-01-02 13:00:00,398,75.6
30478,154,2022-01-24 15:00:00,67,42.2
30479,118,2022-01-20 01:00:00,353,32.7
30480,427,2022-01-14 23:00:00,395,89.6
30481,70,2022-01-13 02:00:00,531,74.7
30482,298,2022-01-02 23:00:00,442,41.5
30483,470,2022-01-12 16:00:00,267,64.0
30484,205,2022-01-06 02:00:00,411,41.3
30485,445,2022-01-02 07:00:00,575,56.0
30486,371,2022-01-17 11:00:00,245,88.7
30487,46,2022-01-29 00:00:00,472,90.5
30488,109,2022-01-13 16:00:00,213,79.8
30489,364,2022-01-24 04:00:00,307,93.4
30490,267,2022-01-06 16:00:00,240,65.0
30491,364,2022-01-12 18:00:00,64,92.0
30492,76,2022-01-25 10:00:00,380,98.1
30493,330,2022-01-19 00:00:00,396,89.0
30494,382,2022-01-18 18:00:00,161,61.0
30495,114,2022-01-13 06:00:00,330,43.8
30496,429,2022-01-20 03:00:00,222,59.3
30497,118,2022-01-10 01:00:00,337,73.3
30498,103,2022-01-10 03:00:00,524,36.8
30499,408,2022-01-06 00:00:00,118,83.2
30500,198,2022-01-19 15:00:00,283,33.7
30501,141,2022-01-20 06:00:00,332,75.8
